material_id,material_name,material_type,strength,weight_capacity,biodegradability_score,co2_emission_score,recyclability_percent,cost_per_kg,thickness_mm,water_resistance,temperature_tolerance,strength_scaled,weight_capacity_scaled,cost_scaled,biodegradability_normalized,recyclability_normalized,co2_normalized,material_type_encoded,co2_impact_index,cost_efficiency_index,material_suitability_score,eco_score,sustainability_rating,strength_weight_ratio,value_for_money,environmental_impact,durability_index
964,Wood Fiber Grade C,Wood Fiber,680.29,13.45,84.62,1.041,72.46,3.02,2.99,4.0,23.0,-0.2460636913727225,-0.3077220818498217,-0.550954795654608,0.8456207312173565,0.7215061402618491,0.9314029111179932,14,28.693372696732172,3.892582629715575,64.60493271184893,68.4165,4,50.20590405904059,99.84668874172186,1.9780000000000002,19.50695213404324
965,Wood Fiber Grade A,Wood Fiber,883.1,28.23,79.18,1.07,70.95,3.73,2.4,5.0,81.0,0.095695284262318,0.8005273110745936,-0.2328665101257912,0.7909803133788671,0.7061808586217396,0.929157633942397,14,30.274865112491096,6.972335973778705,63.51111217994727,65.9405,4,31.171902576773736,103.34128686327078,2.3022499999999995,26.75772625101944
972,Wood Fiber Grade Premium,Wood Fiber,590.98,23.67,78.86,0.916,70.6,4.49,5.14,3.0,79.0,-0.396561665407363,0.4586046296310664,0.1076223588909705,0.7877661711530736,0.7026286410230386,0.9410808299783214,14,30.39600936577422,2.684442317496228,61.40893463029069,65.937,4,24.862431636516614,59.49910913140312,2.2500000000000004,15.576758588222814
1041,Cotton Packaging Grade B,Cotton Packaging,690.45,4.25,85.17,0.649,69.05,7.73,4.54,4.0,38.0,-0.2289428827713121,-0.9975660882709732,1.5591801689097968,0.851145038167939,0.6868973916573632,0.9617528646639828,5,31.566222131731664,0.1664968769287793,63.26489903823246,68.0035,4,158.7241379310345,39.1987063389392,1.83975,20.084738457866155
1042,Cotton Packaging Grade C,Cotton Packaging,773.02,3.79,91.64,1.238,73.07,5.2,1.58,3.0,-7.0,-0.0898026105057174,-1.0320582885920309,0.4257106444197873,0.9161309762957012,0.7276971480767278,0.9161505109941158,5,28.373205741626812,0.39784101232957225,67.5429217412179,70.7915,4,198.719794344473,64.96865384615384,1.7102500000000003,19.696718539687172
1043,Cotton Packaging Grade Economy,Cotton Packaging,640.9,10.52,80.13,1.342,65.99,5.52,2.61,4.0,15.0,-0.3124405270823238,-0.5274224012861232,0.5690743787426341,0.8005222981116915,0.6558408606515782,0.9080984825023228,5,35.739590756388075,0.8388364512676506,59.624244003292716,64.12899999999999,4,60.34839924670433,51.36865942028986,2.5147500000000003,18.38665402441369
1046,Cotton Packaging Grade Premium,Cotton Packaging,582.46,10.37,81.53,1.276,73.74,8.92,3.55,3.0,82.0,-0.4109188789195692,-0.5386698579125551,2.092314055922884,0.814584170349538,0.7344971074799553,0.913208423660576,5,27.749160134378513,0.27117168073171594,63.601569930527745,67.4305,4,55.63132760267432,29.21008968609866,2.2180000000000004,15.034512024506519
1047,Cotton Packaging Grade A,Cotton Packaging,474.55,5.37,86.46,0.974,68.6,8.42,3.42,2.0,24.0,-0.5927600655512798,-0.9135850787936156,1.8683082210434356,0.8641020490156689,0.6823302547447477,0.9365902756271292,5,32.52061488343684,0.11508578968016438,61.9051287912212,67.80999999999999,4,86.75502742230348,25.81579572446556,1.9490000000000005,10.157475616144069
1052,Cotton Packaging Grade Standard,Cotton Packaging,413.95,12.54,94.21,0.709,72.46,4.68,1.24,4.0,63.0,-0.6948782743352819,-0.3759566520501747,0.1927445761451607,0.9419445560466052,0.7215061402618491,0.9571074636110252,5,28.18639926702638,0.9002666872993002,65.88693778202808,72.27099999999999,4,32.749208860759495,42.223290598290596,1.3325000000000005,12.094922986135517
1121,Jute Packaging Grade B,Jute Packaging,885.55,11.73,86.39,0.542,76.72,2.76,2.34,4.0,73.0,0.0998238257065556,-0.4366929178329064,-0.6674378297919213,0.8633989554037766,0.7647417030346088,0.9700371632084236,8,23.59462486002241,5.299967859431597,68.80251011497161,71.2755,4,74.85629754860524,139.0057971014493,1.5335,24.821604991479735
1122,Jute Packaging Grade C,Jute Packaging,879.48,9.83,92.17,0.926,73.24,5.23,4.79,4.0,67.0,0.0895951536385872,-0.5791607017677095,0.4391509945125543,0.9214543993571715,0.7294225109103826,0.9403065964694952,8,27.723709660999706,1.2090219380128022,68.59499977902259,71.5045,4,88.56797583081571,73.11510516252392,1.5235000000000003,25.147960773652834
1123,Jute Packaging Grade Premium,Jute Packaging,992.45,7.46,87.55,0.863,76.52,3.32,1.89,3.0,67.0,0.2799630421918663,-0.7568705164653322,-0.4165512947269391,0.875050220972278,0.7627118644067796,0.9451842675751008,8,24.288404764328625,2.597837190960862,69.61811350904875,71.13,4,131.27645502645504,128.15753012048194,1.6410000000000005,25.578151004197135
1124,Jute Packaging Grade Economy,Jute Packaging,493.44,7.76,86.46,0.574,74.65,4.09,4.32,5.0,62.0,-0.5609281684567288,-0.7343756032124686,-0.0715823090125884,0.8641020490156689,0.7437328732365778,0.9675596159801796,8,25.750788964674747,0.868630365344477,65.23219849553477,70.52749999999999,4,62.778625954198475,55.16919315403423,1.5977500000000004,16.805002088623954
1129,Jute Packaging Grade Standard,Jute Packaging,566.01,7.57,88.48,0.828,78.33,5.62,4.01,5.0,40.0,-0.4386390857594511,-0.748622381605949,0.613875545718524,0.8843913218159904,0.7810819039886329,0.9478940848559926,8,22.392344497607667,0.5044931047907597,68.06693384262945,72.1415,4,73.79530638852673,45.4126334519573,1.5317499999999997,18.668054662272812
1130,Jute Packaging Grade A,Jute Packaging,845.74,19.11,88.56,0.55,79.24,4.0,5.95,5.0,75.0,0.032739240035085,0.1166819481875389,-0.111903359290889,0.8851948573724389,0.7903176697452552,0.9694177764013626,8,21.041433370660705,3.9195137299328,70.46445872991428,72.905,4,44.026028110359185,92.64925000000001,1.366,26.473010337030967
