PRODUCT_ID,PRODUCT_NAME,CATEGORY,WEIGHT,FRAGILITY_LEVEL,INDUSTRY
479,Paper Wrap,Cosmetic Packaging,85,70,Electronics
480,Eco Sleeve,Pharma Packaging,17,50,Food & Beverage
481,Green Mailer,Shipping Container,43,40,Retail
482,Plant Fiber Container,Food Packaging,30,80,Logistics
483,Recyclable Cup,Cosmetic Packaging,56,70,Electronics
484,Bio Packet,Electronics Packaging,36,80,Electronics
485,Compostable Box,Pharma Packaging,22,90,Electronics
486,Green Mailer,Electronics Packaging,76,20,Food & Beverage
487,Eco Tube,Cosmetic Packaging,14,50,Retail
488,Recycled Jar,Retail Packaging,10,50,Cosmetics
489,Fiber Pouch,Food Packaging,4,80,Cosmetics
490,Compostable Box,Cosmetic Packaging,7,70,Logistics
491,Plant Fiber Container,Pharma Packaging,67,50,Electronics
492,Eco Sleeve,Cosmetic Packaging,8,60,Retail
493,Plant-Based Cup,Electronics Packaging,56,50,Logistics
494,Natural Canister,Shipping Container,91,90,Retail
495,Paper Wrap,Pharma Packaging,98,90,Retail
496,Recycled Jar,Food Packaging,65,90,Pharmaceutical
497,Eco Bottle,Retail Packaging,61,60,Electronics
498,Recycled Jar,Pharma Packaging,56,10,Logistics
499,Recycled Jar,Food Packaging,78,40,Cosmetics
500,Compostable Box,Pharma Packaging,25,90,Electronics
