id,strength,weight_capacity,biodegradability,co2_emission,recyclability,material_type_Bamboo Fiber,material_type_Biodegradable Polymer,material_type_Cork Material,material_type_Glass (Recycled),material_type_Mycelium Packaging,material_type_PLA Bioplastic,material_type_Paper Pulp Composite,material_type_Recycled PET,material_type_Sugarcane Bioplastic
343,84.37,3.86,0.82,0.53,88.87,False,False,True,False,False,False,False,False,False
344,83.22,4.72,0.89,1.21,49.87,False,False,True,False,False,False,False,False,False
345,82.85,3.49,0.22,1.27,34.47,False,False,True,False,False,False,False,False,False
346,140.81,0.66,0.74,0.79,61.58,True,False,False,False,False,False,False,False,False
347,63.22,3.32,0.67,0.91,73.0,False,False,False,False,False,False,True,False,False
348,84.61,4.81,0.35,1.55,54.07,False,False,False,False,False,False,False,False,False
349,147.78,3.5,0.65,0.59,95.67,False,False,False,False,False,False,True,False,False
350,48.14,3.01,0.9,0.43,97.07,False,False,False,False,False,False,True,False,False
351,147.6,2.11,0.63,2.05,65.9,False,False,False,False,False,False,False,False,True
352,54.4,1.73,0.39,1.42,81.33,False,False,False,False,False,False,True,False,False
353,82.4,1.2,0.7,0.95,32.07,False,False,False,False,False,False,False,False,True
354,35.75,2.25,0.34,2.39,38.99,False,False,False,False,False,False,False,True,False
355,34.18,1.65,0.4,1.51,87.71,False,False,False,False,False,False,True,False,False
356,53.15,0.53,0.9,2.73,71.4,True,False,False,False,False,False,False,False,False
357,85.53,3.76,0.38,0.56,32.78,False,False,False,False,True,False,False,False,False
358,26.76,3.13,0.47,2.67,94.79,False,True,False,False,False,False,False,False,False
359,40.5,3.43,0.78,0.95,57.77,False,False,False,False,True,False,False,False,False
360,69.2,0.56,0.82,0.45,59.7,False,False,False,False,False,False,False,False,False
361,52.14,3.38,0.61,0.61,62.84,False,False,False,False,True,False,False,False,False
362,108.63,1.17,0.88,1.6,65.04,False,False,False,False,False,False,False,True,False
363,36.06,2.39,0.99,0.44,49.84,False,False,False,False,False,True,False,False,False
364,59.78,4.73,0.42,2.71,70.84,False,False,False,False,False,False,False,False,True
365,110.71,4.29,0.74,0.75,94.8,False,False,True,False,False,False,False,False,False
366,122.39,4.66,0.63,2.07,43.2,True,False,False,False,False,False,False,False,False
367,148.5,1.24,0.95,2.98,35.45,False,False,False,True,False,False,False,False,False
368,122.5,2.02,0.33,1.96,82.73,False,False,False,False,False,True,False,False,False
369,136.06,4.37,0.77,1.79,87.22,False,False,False,False,False,False,True,False,False
370,42.32,4.81,0.43,0.72,91.52,False,False,False,False,False,False,False,False,True
371,65.97,1.43,0.54,1.52,76.2,False,False,False,False,False,False,False,False,True
372,27.37,0.95,0.97,0.92,55.57,False,False,True,False,False,False,False,False,False
373,54.83,0.78,0.68,1.85,65.01,True,False,False,False,False,False,False,False,False
374,94.58,2.73,0.78,2.91,97.16,True,False,False,False,False,False,False,False,False
375,91.03,4.85,0.64,1.39,52.95,False,False,False,False,True,False,False,False,False
376,37.42,2.3,0.7,2.26,37.68,False,False,False,False,False,False,True,False,False
377,64.23,3.37,0.36,1.61,42.05,False,False,True,False,False,False,False,False,False
378,35.42,3.63,0.77,1.34,40.77,False,True,False,False,False,False,False,False,False
379,65.01,4.95,0.61,1.46,82.46,False,False,False,False,True,False,False,False,False
380,61.35,2.72,0.97,1.95,54.55,False,False,False,False,False,False,False,False,False
381,124.14,0.44,0.7,1.95,47.46,False,False,False,False,False,False,True,False,False
382,129.23,3.34,0.26,1.05,89.71,True,False,False,False,False,False,False,False,False
383,40.26,1.9,0.39,1.57,68.69,False,False,False,False,False,False,False,False,False
384,71.66,3.78,0.94,1.35,66.96,True,False,False,False,False,False,False,False,False
385,25.63,4.05,0.83,1.36,96.97,False,False,True,False,False,False,False,False,False
386,94.91,0.2,0.32,0.89,30.34,False,False,False,False,False,False,False,True,False
387,116.17,1.98,0.37,1.32,55.44,False,False,False,False,False,False,False,True,False
388,123.29,1.05,0.46,2.24,53.86,True,False,False,False,False,False,False,False,False
389,105.05,3.63,0.2,1.25,49.16,False,False,False,False,False,False,False,True,False
390,53.0,3.78,0.43,1.14,50.49,False,False,False,False,False,False,False,False,False
391,109.02,4.2,0.24,1.28,39.88,False,False,False,False,True,False,False,False,False
392,56.52,4.1,0.84,1.76,81.95,False,False,False,False,False,False,False,False,True
393,127.09,2.66,0.61,2.16,60.34,False,False,False,False,False,False,False,False,True
394,140.2,3.15,0.31,2.28,66.88,False,False,False,False,False,False,True,False,False
395,12.84,0.91,0.83,0.2,96.08,True,False,False,False,False,False,False,False,False
396,130.23,4.62,0.92,1.22,35.88,False,False,False,False,False,False,False,False,False
397,98.54,4.47,0.26,1.7,77.27,False,False,False,False,False,False,True,False,False
398,92.25,3.23,0.5,0.86,65.66,False,True,False,False,False,False,False,False,False
399,37.12,1.13,0.63,1.72,70.14,False,True,False,False,False,False,False,False,False
400,103.5,1.94,0.98,0.79,86.78,False,False,True,False,False,False,False,False,False
401,36.78,1.97,0.88,0.85,73.85,False,True,False,False,False,False,False,False,False
402,69.26,3.72,0.34,1.06,89.07,False,False,False,True,False,False,False,False,False
403,22.09,2.77,0.21,2.95,71.89,False,False,False,False,False,False,False,False,False
404,146.38,4.26,0.73,2.1,99.76,False,False,False,False,False,False,False,True,False
405,50.25,4.79,0.76,1.89,95.15,True,False,False,False,False,False,False,False,False
406,12.64,4.08,0.34,0.35,42.78,False,False,False,False,False,False,False,False,False
407,130.05,0.91,0.86,1.03,72.58,False,True,False,False,False,False,False,False,False
408,16.67,2.27,0.65,1.74,93.38,False,False,False,False,False,False,False,False,True
409,113.05,1.66,0.24,1.59,89.31,False,False,False,True,False,False,False,False,False
410,78.25,3.12,0.31,0.15,37.94,False,True,False,False,False,False,False,False,False
411,132.46,3.68,0.78,0.87,58.54,False,False,False,False,False,False,True,False,False
412,119.84,4.57,0.84,0.59,43.08,False,False,False,False,True,False,False,False,False
413,13.71,1.98,0.56,2.8,49.5,False,False,False,False,False,False,False,True,False
414,99.14,1.48,0.89,1.84,62.29,False,False,False,False,True,False,False,False,False
415,94.84,0.18,0.21,0.23,63.7,False,False,False,False,False,False,False,False,True
416,47.61,3.38,0.5,0.44,35.44,False,False,False,False,False,False,True,False,False
417,144.82,4.69,0.41,0.64,71.22,False,False,False,False,False,False,True,False,False
418,39.32,0.18,0.95,1.4,93.6,False,False,False,False,False,False,False,False,False
419,92.26,3.72,0.53,1.47,81.05,False,False,False,False,False,False,False,False,True
420,74.35,4.4,0.74,0.22,40.93,False,False,False,False,False,False,True,False,False
421,90.18,0.95,0.29,2.6,49.67,False,False,False,False,False,False,False,False,True
422,145.01,0.26,0.28,0.71,86.46,False,False,True,False,False,False,False,False,False
423,74.7,0.68,0.22,0.18,93.12,False,False,False,False,False,True,False,False,False
424,147.08,3.72,0.53,2.23,56.47,False,True,False,False,False,False,False,False,False
425,115.93,4.69,0.89,0.82,58.86,True,False,False,False,False,False,False,False,False
426,94.0,1.3,0.79,0.77,59.82,False,False,False,False,False,True,False,False,False
427,127.97,4.54,0.71,0.46,68.41,False,False,False,False,True,False,False,False,False
428,24.14,0.27,0.33,1.6,62.09,False,False,True,False,False,False,False,False,False
429,89.33,0.26,0.73,0.64,59.15,False,False,False,False,False,False,False,True,False
430,108.21,2.09,0.87,1.56,97.55,False,False,False,False,False,False,False,True,False
431,42.33,1.47,0.86,0.5,68.65,False,False,False,False,False,False,False,False,True
432,23.33,3.25,0.64,2.67,78.93,False,False,False,False,False,False,False,True,False
433,75.47,1.79,0.44,1.65,81.07,True,False,False,False,False,False,False,False,False
434,11.4,2.98,0.85,2.26,43.39,False,False,False,False,False,False,False,True,False
435,67.15,3.43,0.25,0.58,78.6,False,False,False,False,False,False,False,False,True
436,61.77,4.36,0.4,2.99,40.89,False,True,False,False,False,False,False,False,False
437,31.1,1.26,0.64,1.07,78.34,False,False,False,False,True,False,False,False,False
438,32.51,3.6,0.98,2.79,93.07,False,False,True,False,False,False,False,False,False
439,30.43,0.41,0.63,2.65,67.23,False,False,False,False,False,False,True,False,False
440,86.82,0.61,0.48,2.7,70.36,False,False,False,False,False,True,False,False,False
441,87.71,4.86,0.27,0.86,37.36,False,False,False,False,False,True,False,False,False
442,50.46,2.59,0.48,2.79,85.3,False,False,False,True,False,False,False,False,False
443,113.36,1.31,0.98,1.29,76.45,False,False,False,False,False,False,False,True,False
444,62.65,2.04,0.42,0.33,38.31,False,False,False,False,False,False,True,False,False
445,78.73,4.94,0.92,2.62,91.49,False,False,False,False,False,False,True,False,False
446,12.25,0.81,0.57,2.28,81.02,False,False,False,False,False,False,False,True,False
447,57.78,1.99,0.68,0.77,77.56,False,False,False,False,False,True,False,False,False
448,16.57,3.7,0.42,1.47,43.44,False,False,True,False,False,False,False,False,False
449,22.81,0.43,0.84,1.46,31.53,False,False,False,False,False,False,False,False,False
450,58.83,1.46,0.27,1.59,85.19,False,False,False,True,False,False,False,False,False
451,79.62,2.99,0.43,0.49,39.23,False,False,False,False,False,False,True,False,False
452,67.89,4.5,0.8,1.71,85.56,False,False,False,False,False,False,False,False,False
453,119.95,3.12,0.69,2.12,99.1,False,False,False,False,False,False,False,False,False
454,26.57,3.47,0.25,1.13,60.87,False,False,False,False,False,True,False,False,False
455,111.61,2.59,0.81,2.17,71.93,False,False,False,False,False,False,False,True,False
456,78.14,4.73,0.51,0.61,62.82,False,False,False,False,False,False,False,False,False
457,11.61,1.37,1.0,0.4,64.31,False,False,False,False,False,True,False,False,False
458,102.74,2.47,0.36,2.64,42.7,False,False,False,False,False,False,True,False,False
459,128.5,2.19,0.56,1.85,47.17,True,False,False,False,False,False,False,False,False
460,92.17,2.01,0.73,2.56,43.32,False,False,False,False,False,False,False,False,False
461,19.71,4.46,0.49,2.27,59.85,False,False,False,False,True,False,False,False,False
462,55.86,0.69,0.51,0.68,32.3,False,False,True,False,False,False,False,False,False
463,115.88,2.62,0.74,2.53,64.86,False,False,False,False,False,False,False,False,False
464,138.69,1.29,0.22,2.88,77.76,False,False,False,False,False,True,False,False,False
465,76.13,3.02,0.5,2.63,80.83,False,True,False,False,False,False,False,False,False
466,25.76,4.29,0.94,1.69,44.17,False,False,False,False,False,False,False,True,False
467,123.31,2.01,0.56,2.46,80.23,False,False,False,False,False,False,False,False,False
468,48.2,3.29,0.61,1.88,46.28,False,False,False,True,False,False,False,False,False
469,94.45,4.39,0.4,1.05,64.63,True,False,False,False,False,False,False,False,False
470,86.36,3.43,0.38,1.48,99.51,False,False,False,False,False,False,False,True,False
471,96.59,2.48,0.27,2.95,47.03,False,False,False,False,False,False,False,False,False
472,66.63,4.65,0.52,0.28,47.17,False,False,True,False,False,False,False,False,False
473,46.47,3.17,0.39,2.94,38.2,False,False,False,False,False,False,False,False,False
474,137.68,1.33,0.76,2.06,95.63,False,False,False,False,False,False,False,False,False
475,15.6,1.36,0.76,2.61,77.22,False,False,False,False,False,True,False,False,False
476,65.8,1.05,0.72,0.22,68.3,False,False,False,False,False,False,False,False,False
477,94.11,3.16,0.92,2.7,74.26,False,False,False,False,False,False,False,False,True
478,132.64,4.05,0.65,2.33,62.08,False,False,False,False,True,False,False,False,False
479,26.89,3.92,0.64,0.72,45.69,False,False,False,False,False,False,False,True,False
480,72.42,0.33,0.94,2.03,44.93,True,False,False,False,False,False,False,False,False
481,55.94,3.74,0.95,2.42,46.86,False,False,False,False,False,False,False,False,False
482,36.65,4.42,0.39,2.29,48.27,False,True,False,False,False,False,False,False,False
483,130.43,4.55,0.98,2.29,70.18,False,False,False,False,False,False,False,False,False
484,32.81,0.48,0.68,2.8,39.36,False,False,False,False,False,False,True,False,False
485,78.76,2.39,0.95,1.0,96.98,False,False,True,False,False,False,False,False,False
486,46.04,3.28,0.43,0.08,70.28,False,False,False,False,False,False,True,False,False
487,145.98,0.87,0.78,2.68,90.11,True,False,False,False,False,False,False,False,False
488,43.15,0.14,0.95,2.67,71.68,False,False,False,False,False,False,False,False,True
489,43.43,3.86,0.31,0.69,62.66,False,False,False,False,True,False,False,False,False
490,36.54,2.34,0.61,1.56,99.8,False,False,False,False,False,False,False,False,False
491,31.32,2.04,0.36,1.68,45.02,False,False,False,False,False,False,True,False,False
492,63.0,0.91,0.55,1.81,54.94,False,False,False,True,False,False,False,False,False
493,22.75,2.93,0.22,1.12,98.97,False,False,False,False,False,False,False,True,False
494,10.85,1.07,0.79,2.82,34.51,False,False,False,False,True,False,False,False,False
495,79.86,4.15,0.73,1.8,75.64,False,False,False,False,True,False,False,False,False
496,56.13,0.87,0.45,1.01,55.95,False,False,True,False,False,False,False,False,False
497,102.0,1.05,0.86,1.17,74.22,False,False,False,False,False,False,False,False,False
498,83.1,1.55,0.2,2.1,46.27,False,False,False,False,False,False,False,False,True
499,112.52,4.63,0.58,0.31,69.88,False,False,False,False,False,False,False,True,False
500,44.32,1.82,0.9,2.99,34.1,False,True,False,False,False,False,False,False,False
