Material_ID,Material_Type,Strength,Weight_Capacity,Biodegradability_Score,CO2_Emission_Score,Recyclability_Percent,Material_Type_Aluminum,Material_Type_Bamboo,Material_Type_Cotton,Material_Type_Glass,Material_Type_Paper,Material_Type_Plastic,Material_Type_Steel,Material_Type_Wood,CO2_Impact_Index,Cost_Efficiency_Index,Material_Suitability_Score
M-0456,Glass,0.7701041736376006,0.8074978938500422,0.48,0.26301763017630175,0.18358358358358356,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2147319110828746,0.9536906855263309,0.5071167445301153
M-0997,Aluminum,0.016038724932521342,0.5003159224936816,0.19,0.16359163591635917,0.17127127127127126,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13557308846361737,0.03205713061349407,0.1147968713543899
M-1311,Glass,0.05926966918735638,0.3065501263689975,0.93,0.23739237392373924,0.4773773773773774,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12406662505063488,0.1933435048482357,0.44592108088815574
M-0189,Bamboo,0.11497022016997924,0.5415964616680708,0.17,0.02665026650266503,0.4981981981981982,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013373151749535515,0.21227983568438713,0.24644754752745116
M-0900,Glass,0.7082245867630328,0.4545071609098567,0.17,0.9464944649446494,0.5921921921921922,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.38598783285130145,1.5582219367530699,0.5119474923628707
M-0021,Wood,0.10780967677173259,0.10425442291491153,0.55,0.18962689626896267,0.1127127127127127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16825353438719573,1.0340917887765115,0.24193768452250686
M-0993,Plastic,0.7690111311874009,0.49189132266217356,0.04,0.490159901599016,0.7365365365365365,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1291392253261872,1.5633729085776964,0.5405654134359213
M-0789,Cotton,0.17890205001226883,0.06750210614995787,0.08,0.12341123411234112,0.40490490490490494,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07344142009988668,2.650278782947242,0.217032291476379
M-0177,Glass,0.26645698097213855,0.11615417017691661,0.6,0.9838048380483804,0.4032032032032032,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.587131576020465,2.293974349710791,0.4075437533498164
M-1102,Plastic,0.8158335006357492,0.42502106149957875,0.38,0.5166051660516605,0.6984984984984985,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15575723324800814,1.9195085962297933,0.6498829498038492
M-0585,Wood,0.9752838564322202,0.3979570345408593,0.38,0.7960229602296024,0.35245245245245244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5154627156882181,2.4507203568774423,0.6098492783086238
M-0514,Wood,0.4537241517767516,0.44787278854254425,0.39,0.17158671586715868,0.4773773773773774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08967509945369724,1.013062526506062,0.44170287392391383
M-0200,Glass,0.5964665729773138,0.3425652906486942,0.23,0.12238622386223863,0.019919919919919916,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.11994830008360144,1.7411712397265537,0.3135626051669015
M-0470,Paper,0.27107452764951256,0.023588879528222403,0.25,0.14063140631406315,0.9130130130130131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.012233102311003082,11.49113658360167,0.45733371496370895
M-1229,Wood,0.8728278569675879,0.49189132266217356,0.0,0.526650266502665,0.7322322322322322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1410199662557186,1.7744287047290164,0.5688008124567048
M-0053,Glass,0.5752526266479288,0.5128475147430498,0.82,0.7613776137761378,0.21941941941941942,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5943165798024347,1.1216813739553189,0.5419268764849974
M-1275,Bamboo,0.41716299716701244,0.16754422914911543,0.93,0.06314063140631405,0.23013013013013014,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048610069684280416,2.4898530342259817,0.514904237905844
M-0301,Aluminum,0.8748131789689709,0.348989048020219,0.93,0.25727757277572777,0.878978978978979,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0311359945431286,2.5066995002627928,0.8926189652812822
M-1222,Plastic,0.831626848691695,0.7793807919123843,0.9,0.8236982369823698,0.6374374374374375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.29864214357859287,1.06703397143923,0.7938819707079092
M-0148,Aluminum,0.8965178790515069,0.025484414490311705,0.83,0.456129561295613,0.4773773773773774,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23838362758001955,35.17768484371006,0.750820364833816
M-0212,Bamboo,0.6022217760824466,0.8806866048862679,0.39,0.23882738827388272,0.39989989989989994,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14332033960980248,0.6838086203793201,0.47785868040294865
M-0605,Bamboo,0.48528854089986395,0.101832350463353,0.54,0.4046740467404674,0.16836836836836835,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3365397377697501,4.765516784940763,0.40662592687045607
M-0022,Steel,0.8464386892413392,0.3846882898062342,0.9,0.12566625666256662,0.8706706706706707,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.016252332693497098,2.2003177932707345,0.8697766768977371
M-0486,Wood,0.36670458854759197,0.7854886267902276,0.32,0.6818368183681838,0.47367367367367375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3588686677657567,0.4668484166316354,0.38478393752113893
M-1483,Wood,0.9030984407414844,0.44692502106149956,0.7,0.9337843378433784,0.7974974974974975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18909366521092635,2.0206888795522,0.810488625545843
M-0944,Steel,0.14370162171808426,0.32687447346251053,0.52,0.9378843788437884,0.5933933933933934,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3813499846710179,0.43962191533029005,0.3914986667052517
M-1484,Aluminum,0.8522831203015904,0.5016849199663016,0.41,0.34235342353423537,0.5907907907907908,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14009417371450994,1.6988380306922675,0.6411504853578733
M-1041,Steel,0.14751611679939325,0.06697556866048862,0.11,0.13960639606396064,0.5492492492492492,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06292768783543691,2.2025033493006814,0.2567812214945321
M-1016,Wood,0.32267059269669185,0.06908171861836562,0.99,0.499179991799918,0.6251251251251251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18713003696603536,4.6707859671711,0.6136057746162142
M-0282,Paper,0.5953066095607753,0.8287700084245999,0.5,0.13017630176301762,0.2843843843843844,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.093156194324706,0.7183004756553755,0.4734379591396255
M-0087,Wood,0.9150996007049008,0.4564026958719461,0.93,0.3325133251332513,0.3667667667667668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21055848796726204,2.005022327780737,0.7550698703119905
M-1263,Bamboo,0.9066675589462179,0.49189132266217356,0.54,0.8454284542845428,0.6371371371371372,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3067745892674142,1.8432236430103985,0.7158081647196283
M-0664,Wood,0.05407214080171316,0.9672493681550127,0.64,0.41697416974169743,0.8257257257257258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07266787082285235,0.05590294155674851,0.46134657403840296
M-0801,Aluminum,0.9517945972473176,0.20545492839090146,0.93,0.490159901599016,0.9464464464464464,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02624980454008748,4.63259738816798,0.9436517728328611
M-1127,Paper,0.589372950545406,0.7611625947767482,0.6,0.7406724067240672,0.6542542542542542,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25608433361610894,0.7743052276669524,0.6120254564944386
M-0140,Aluminum,0.24087086484195497,0.6887110362257793,0.5,0.8634686346863469,0.5103103103103104,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4228316877763372,0.34974104149820706,0.39944143902987506
M-1492,Bamboo,0.5053871377902697,0.8177127211457457,0.42,0.10988109881098809,0.6777777777777778,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03540613183909616,0.6180489879540516,0.5314881884494412
M-0505,Bamboo,0.6849360904771464,0.917860151642797,0.16,0.9104141041410414,0.32082082082082086,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6183343039636602,0.7462306136949374,0.41822068243710486
M-0097,Plastic,0.08244663052934484,0.6789174389216512,0.97,0.010455104551045511,0.41651651651651656,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.006100380823628056,0.12143819611129957,0.4489336071666929
M-0367,Aluminum,0.08860335943251021,0.3603622577927548,0.92,0.8772037720377203,0.805005005005005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17105034513808595,0.24587234551938167,0.5529428452745055
M-0560,Wood,0.8146958442079903,0.7186183656276327,0.78,0.4141041410414104,0.031031031031031032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.401254062590676,1.1336959218966298,0.5691876469925055
M-0631,Aluminum,0.16092261705592364,0.3317186183656276,0.06,0.2013120131201312,0.43123123123123125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11449998584069924,0.48511636980889,0.21173841619173883
M-0128,Aluminum,0.658212317919204,0.7892796967144061,0.88,0.33968839688396885,0.19109109109109107,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27477697049242766,0.8339394598894796,0.584612254495009
M-0915,Paper,0.9927056146690758,0.05623420387531591,0.83,0.2519475194751948,0.35765765765765767,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16183655980703954,17.652743233048323,0.7533795431649276
M-1199,Glass,0.3262174039126458,0.593407750631845,0.81,0.060065600656006565,0.9326326326326326,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.004046461385534777,0.5497347377592572,0.6532767513548481
M-1479,Wood,0.5053871377902697,0.16291069924178603,0.15,0.9620746207462074,0.5896896896896897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3947491361800505,3.102215127227894,0.42406176202301477
M-1369,Aluminum,0.08055053648308014,0.7962299915754002,0.76,0.5,0.1716716716716717,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41416416416416413,0.10116478425903155,0.31172171609473354
M-1139,Paper,0.7260032568203618,0.0389637742207245,0.03,0.2771627716277163,0.4773773773773774,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1448515346014321,18.6322972823545,0.4426145159413579
M-1195,Plastic,0.78839590443686,0.9815711878685762,0.79,0.5940959409594097,0.3815815815815816,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.36739987219692016,0.8031970691313222,0.6668328362492185
M-0716,Cotton,0.04517165227865891,0.7014532434709352,0.4,0.8977039770397703,0.3836836836836837,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5532696082716583,0.06439714735367567,0.25317376601656866
M-0340,Paper,0.22931584465413013,0.7143007582139849,0.04,0.6400164001640015,0.08568568568568569,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5851761560658648,0.32103497158890304,0.12943204356735777
M-0056,Paper,0.7360190947823952,0.3972198820556023,0.97,0.534030340303403,0.8003003003003003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10664569858911802,1.8529214551196946,0.8254977280030481
M-0049,Aluminum,0.6960672778781593,0.10804549283909014,0.17,0.42640426404264037,0.0978978978978979,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3846601829381657,6.442294049421742,0.35879628052063306
M-0319,Bamboo,0.352740413571572,0.8038121314237574,0.67,0.490159901599016,0.15475475475475475,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41430532623644556,0.4388338530210113,0.3885225918550552
M-1121,Aluminum,0.8176626737156751,0.21882898062342038,0.38,0.6631816318163182,0.8398398398398399,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10621527636697785,3.73652034052305,0.6930170214382221
M-0516,Glass,0.06948627004840616,0.9582982308340353,0.44,0.7367773677736777,0.07907907907907907,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6785136920438274,0.07250999250821714,0.18351823174308618
M-0565,Paper,0.450801936246626,0.5652906486941871,0.97,0.06642066420664205,0.06626626626626626,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06201921478674245,0.7974678863343724,0.4912006543785303
M-0344,Plastic,0.5114100247607575,0.520429654591407,0.93,0.9731447314473144,0.12702702702702703,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8495290493445474,0.9826669898264704,0.5216721180124111
M-0064,Aluminum,0.9211224876753887,0.7025063184498737,0.5,0.9624846248462484,0.7960960960960961,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19625437245363442,1.3111927285083707,0.7572778238989843
M-1421,Aluminum,0.6857168350844319,0.23757371524852566,0.43,0.34337843378433786,0.8166166166166166,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06296989896825897,2.886320770150591,0.6482717190187577
M-1268,Paper,0.9000423832786812,0.49189132266217356,0.32,0.7265272652726528,0.6181181181181181,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27744759930081786,1.82975489108583,0.6414523887469079
M-0717,Glass,0.9776707042316357,0.7273588879528222,0.13,0.9079540795407953,0.8372372372372372,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14778111444778114,1.3441361290671683,0.6812394528638255
M-0722,Glass,0.738026723772558,0.1631213142375737,0.99,0.19782697826978268,0.038238238238238235,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19026242314475195,4.524376246266867,0.6036821609804945
M-0499,Aluminum,0.9211224876753887,0.8114995787700084,0.58,0.986059860598606,0.16286286286286286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8254673287473615,1.1350854352704642,0.5913078539290143
M-0687,Wood,0.3058734301456646,0.780960404380792,0.35,0.6838868388683886,0.2107107107107107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5397845570047292,0.3916626717144687,0.29056258527147905
M-1213,Plastic,0.8397688995962436,0.6361625947767481,0.29,0.949159491594916,0.12892892892892893,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8267853749608567,1.3200518019126002,0.4615862385171762
M-0784,Paper,0.27042762497490463,0.1014111204717776,0.31,0.2308323083230832,0.5005005005005005,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.11530062247569421,2.666620357772354,0.35132120014011203
M-0783,Cotton,0.7156528140266345,0.7512636899747263,0.5,0.7886428864288643,0.22462462462462462,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6114942741019002,0.9525974314734666,0.5036485129980411
M-0958,Aluminum,0.2136340315420821,0.74863100252738,0.2,0.3347683476834768,0.7625625625625626,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07948653860912981,0.2853658817962017,0.3742223813856016
M-0989,Plastic,0.3659238439403065,0.616575400168492,0.37,0.8667486674866748,0.6657657657657658,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2896970771509516,0.5934768892229907,0.4570992673058524
M-0241,Plastic,0.7992371009837382,0.2859098567818028,0.08,0.15313653136531366,0.4773773773773774,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08003261564147172,2.7954066172229624,0.4869080536067085
M-0614,Plastic,0.6307301077427557,0.5818239258635215,0.52,0.42066420664206644,0.8502502502502503,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06299435967332646,1.0840548070481013,0.6633671181721774
M-1115,Aluminum,0.9851881594503558,0.9394481887110362,0.31,0.45366953669536697,0.3165165165165165,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3100756352908875,1.0486870086098805,0.5820302187350973
M-0158,Plastic,0.3398915880345312,0.21798652064026958,0.31,0.44157441574415746,0.8025025025025025,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08720984206839064,1.5592249824036113,0.46970738596456324
M-0032,Aluminum,0.541569073590756,0.3620471777590565,0.33,0.48359983599836,0.4821821821821822,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2504166117737254,1.4958480855859215,0.46028228409095706
M-0016,Steel,0.5688282138794084,0.6315290648694187,0.3,0.511070110701107,0.9065065065065065,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04778173006955292,0.900714384828258,0.5894832375037153
M-0404,Aluminum,0.5053871377902697,0.052337826453243474,0.36,0.3501435014350143,0.8908908908908909,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03820384550191847,9.656065526072766,0.5774221223833751
M-0954,Paper,0.50482946307078,0.8592038753159226,0.6,0.6492414924149241,0.3554554554554555,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.41846506202799766,0.5875542348210703,0.48856842186494864
M-0335,Wood,0.9451025006134421,0.5861415332771693,0.22,0.4575645756457565,0.6485485485485486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16081173424346853,1.6124107140447548,0.6386055648099415
M-1042,Plastic,0.7370229092774767,0.8777379949452401,0.95,0.38724887248872486,0.2193193193193193,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3023177133673239,0.8396834520533722,0.6456049595067864
M-0934,Aluminum,0.8223917553369471,0.25010530749789384,0.3,0.9706847068470684,0.4826826826826827,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5021520085070721,3.2881687933594903,0.5637615069395837
M-0653,Bamboo,0.03357201811327487,0.0,0.25,0.1260762607626076,0.5727727727727728,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053863211304785705,33572.01811327487,0.2602606390771418
M-0195,Aluminum,0.20397510540052194,0.4406065711878686,0.1,0.06908569085690856,0.5666666666666668,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02993713270466037,0.4629405365200816,0.2815900421602088
M-1221,Aluminum,0.021057797407927903,0.019165964616680714,0.48,0.6570315703157031,0.9834834834834835,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010851872782992105,1.098650612085005,0.4474681640082162
M-0814,Paper,0.2726137098753039,0.6239469250210615,0.05,0.5715457154571546,0.7211211211211211,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15939202835471797,0.43691740759631786,0.3403818202864579
M-0047,Cotton,0.9324321309866381,0.21914490311710189,0.53,0.465969659696597,0.9623623623623624,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.017537997201793828,4.2548462815131325,0.820681561103364
M-0458,Cotton,0.44437752347810566,0.26569081718618365,0.54,0.1000410004100041,0.4068068068068068,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.059343640483451886,1.6725299566403582,0.4617930514332843
M-0311,Cotton,0.8737647504963304,0.7948609941027802,0.29,0.33866338663386636,0.9440440440440441,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.018950233546379498,1.0992659819930295,0.7197191134117453
M-0099,Wood,0.5008811260567936,0.5939342881213142,0.71,0.4481344813448135,0.5993993993993995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1795229423765709,0.8433260930515483,0.5931722702425373
M-1133,Wood,0.6354814963528073,0.03117101937657961,0.8,0.023985239852398522,0.54994994994995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01079455839603441,20.386279396138892,0.6591775835261079
M-1009,Paper,0.10691739722054919,0.3920598146588037,0.46,0.8362033620336202,0.8924924924924926,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08989813922163233,0.2727061548183425,0.4485147066359675
M-1321,Cotton,0.7564076825269357,0.3140269587194608,0.55,0.560680606806068,0.4358358358358359,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.31631590590180175,2.4087271898063007,0.5983138237615251
M-1107,Steel,0.7546900443909076,0.6963984835720303,0.15,0.5391553915539155,0.4107107107107107,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.31771849750529535,1.0837027628450964,0.4700892309695763
M-0681,Cotton,0.5053871377902697,0.5908803706823926,0.68,0.07503075030750306,0.28628628628628633,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05355047544469438,0.8553106644851773,0.4920407410019938
M-0346,Bamboo,0.1739722054919806,0.7756950294860994,0.47,0.47621976219762197,0.5928928928928929,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19387244973550835,0.2242788397502017,0.3884567500646601
M-1248,Wood,0.06598407281001137,0.8864785172704298,0.33,0.022140221402214024,0.4555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.012054120541205412,0.0744338380351796,0.26206029579067125
M-1344,Aluminum,0.5220950723861786,0.5795071609098569,0.12,0.8544485444854448,0.9768768768768769,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019757518896510305,0.9009279033559477,0.5379010920175346
M-0573,Aluminum,0.8718686564500658,0.6345829823083404,0.67,0.7078720787207872,0.4826826826826827,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36619448476767047,1.373921625438113,0.6945522673848312
M-0418,Plastic,0.5061678823975552,0.6519587194608256,0.09,0.8343583435834359,0.45855855855855854,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.451756184228509,0.77637907264602,0.3670347205265896
M-0336,Cotton,0.46594838162796404,0.625,0.06,0.490159901599016,0.01821821821821822,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.48123006154986475,0.745516217778794,0.2098448181166511
M-0549,Plastic,0.6356153382854848,0.9815711878685762,0.43,0.964739647396474,0.3642642642642643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6133194695310317,0.6475482355156013,0.4925254145934732
M-1257,Wood,0.4482143255481942,0.9737784330244315,0.78,0.7710127101271012,0.7570570570570572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18731209684469205,0.4602832123452219,0.6404028473363947
M-0172,Steel,0.48604697851836975,0.023378264532434703,0.4,0.3068880688806888,0.04834834834834834,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.29205053762249333,20.78966076302628,0.32892329591185243
M-0725,Aluminum,0.3250351335073278,0.3844776748104465,0.67,0.2865928659286593,0.3984984984984985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17238603917570708,0.8453918378374947,0.45056360295248066
M-0216,Steel,0.35378884204421246,0.2013479359730413,0.79,0.5043050430504304,0.12642642642642643,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4405475586287394,1.7570931792337925,0.41644346474561295
M-0533,Aluminum,0.5585446920520198,0.9815711878685762,0.21,0.5949159491594916,0.14044044044044043,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5113656912344899,0.5690306825673875,0.32855000895294006
M-1338,Wood,0.6560485400075844,0.762742207245156,0.06,0.04551045510455104,0.7302302302302303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.012277344995672176,0.8601171846250497,0.49948848507210286
M-1418,Bamboo,0.12351379687256014,0.1606992417860152,0.5,0.7439524395243952,0.6859859859859859,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2336114917705734,0.7685974551116627,0.40520131454481984
M-1216,Aluminum,0.586785339846974,0.7054549283909014,0.22,0.051660516605166046,0.03083083083083083,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050067779957078846,0.8317817119850318,0.30996338518803884
M-0353,Aluminum,0.8839144303910415,0.7489469250210616,0.55,0.12197621976219761,0.9597597597597598,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004908352386827166,1.1802081304466987,0.8064937000843446
M-0172,Steel,0.48604697851836975,0.023378264532434703,0.4,0.3068880688806888,0.04834834834834834,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.29205053762249333,20.78966076302628,0.32892329591185243
M-1138,Plastic,0.24439536906912934,0.5576032013479361,0.5,0.7421074210742108,0.3942942942942943,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4494986991911961,0.4382954225924681,0.36604643591594005
M-1044,Aluminum,0.6795824131700462,0.5420176916596462,0.5,0.31734317343173435,0.6527527527527528,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11019654340687551,1.2537988516395693,0.6176587910938444
M-0636,Aluminum,0.3232059604274019,0.9411331086773379,0.5,0.4842148421484215,0.32552552552552555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32659055119079716,0.34342179020759633,0.3769400418286184
M-0453,Wood,0.018983247451426516,0.12563184498736307,0.13,0.5633456334563346,0.5187187187187188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2711277082740797,0.15110099157060375,0.20220891459618623
M-0305,Plastic,0.9985054317517679,0.07234625105307496,0.78,0.8347683476834767,0.4906906906906907,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4251552905919449,13.801566987241163,0.7806093799079143
M-0923,Aluminum,0.8681433893238751,0.15954085930918277,0.73,0.05084050840508404,0.8834834834834835,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005923758937289071,5.441477196536015,0.831302400774595
M-0890,Aluminum,0.9273015235673336,0.06844987363100252,0.5,0.8015580155801558,0.023723723723723725,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7825420746699959,13.546964039730584,0.5280377265440507
M-1396,Wood,0.8215440897633228,0.15459140690817186,0.5,0.4085690856908569,0.022022022022022022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3995715682882555,5.3142590001287795,0.48522424251193574
M-0472,Cotton,0.14840839635057662,0.7834877843302445,0.61,0.4208692086920869,0.24474474474474472,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3178636816398194,0.18941993723297731,0.31578678196365406
M-0436,Cotton,0.9375627384059426,0.0193765796124684,0.63,0.7585075850758507,0.9229229229229229,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05846354759843897,48.38389299160318,0.8409019722392539
M-1475,Cotton,0.00921278636596845,0.37268323504633527,0.4,0.5949159491594916,0.3500500500500501,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.38666559138063855,0.024720086066487464,0.2287001295614024
M-0926,Aluminum,0.3026166097838453,0.18576242628475148,0.89,0.525420254202542,0.5782782782782783,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22158113422976072,1.629043002899682,0.5615301273970217
M-1440,Glass,0.6642798188672511,0.019165964616680714,0.28,0.06908569085690856,0.36496496496496494,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04387183411373653,34.657538747117975,0.45920141703638995
M-0504,Cotton,0.1224207544223605,0.34530328559393425,0.51,0.7802378023780238,0.9047047047047048,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07435299177816598,0.35453007544286036,0.4733797131803556
M-0411,Glass,0.8257378036538847,0.47251474304970514,0.51,0.18101681016810167,0.7304304304304304,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.048796623601871654,1.7475350097848978,0.702424250590683
M-0136,Steel,0.1760021414709228,0.5824557708508846,0.93,0.509430094300943,0.9324324324324325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03442095231763127,0.30217202422389094,0.6291305863180989
