Material_ID,Material_Type,Strength,Weight_Capacity,Biodegradability_Score,CO2_Emission_Score,Recyclability_Percent,Type_Aluminum,Type_Bamboo,Type_Cotton,Type_Glass,Type_Paper,Type_Plastic,Type_Steel,Type_Unknown,Type_Wood,Strength_norm,Weight_Capacity_norm,Biodegradability_Score_norm,CO2_Emission_Score_norm,Recyclability_Percent_norm,CO2_Impact_Index,CO2_Impact_Index_norm,Cost_Efficiency_Index,Cost_Efficiency_Index_norm
M-1298,Aluminum,368.53,51.03,0.53,25.1,3.12,True,False,False,False,False,False,False,False,False,0.7073100002230698,0.4847304128053917,0.53,0.490159901599016,0.031031031031031032,0.5319928378563066,0.5091943435618169,0.4744043606062661,0.47571152301883174
M-1458,Paper,436.25,31.36,0.43,27.71,5.85,False,False,False,False,True,False,False,False,False,0.858372928238417,0.2775905644481887,0.43,0.5436654366543665,0.058358358358358356,0.5913634261567841,0.5746445903428743,0.45489235044654697,0.45309872914044197
M-0540,Plastic,85.36,99.51,0.8,11.36,84.25,False,False,False,False,False,True,False,False,False,0.07564299895157153,0.9952611625947769,0.8,0.2084870848708487,0.8431431431431432,0.20077793660819487,0.14406242142996006,0.6225963766827657,0.6474537211076183
M-1045,Wood,68.75,96.97,0.3,43.54,72.71,False,False,False,False,False,False,False,False,True,0.03859109058868143,0.9685130581297388,0.3,0.8681836818368184,0.7276276276276276,0.7581474463393282,0.7585076038747207,0.5111936093932907,0.5183471967885794
M-0333,Paper,237.91,52.79,0.63,41.49,43.28,False,False,False,False,True,False,False,False,False,0.4159361127841352,0.5032645324347094,0.63,0.8261582615826158,0.4330330330330331,0.6633916536462663,0.6540486420684464,0.42571100627494063,0.4192799828685109
M-0278,Wood,430.05,95.96,0.16,4.99,98.43,False,False,False,False,False,False,False,False,True,0.8445425951950746,0.95787700084246,0.16,0.07790077900779008,0.9850850850850852,0.3002319588961655,0.25370072026527934,0.920073797729375,0.9922052639029791
M-0343,Glass,323.48,57.49,0.48,4.24,68.93,False,False,False,True,False,False,False,False,False,0.6068170157710411,0.5527590564448189,0.48,0.06252562525625256,0.6897897897897899,0.22453639617477256,0.170253791370584,0.6375570207078837,0.6647918608922291
M-0782,Glass,324.65,44.74,0.2,18.45,11.93,False,False,False,True,False,False,False,False,False,0.6094269334582524,0.41849199663016007,0.2,0.35383353833538334,0.11921921921921921,0.5403782010793081,0.5184383835486978,0.44823211554124986,0.44538007186923717
M-0445,Paper,70.58,96.53,0.62,37.99,81.27,False,False,False,False,True,False,False,False,False,0.04267326953534542,0.9638795282224095,0.62,0.7544075440754408,0.8133133133133132,0.5853131951139331,0.5679748044072375,0.5395153874703328,0.5511697775828315
M-0325,Wood,494.48,51.71,0.68,32.72,50.37,False,False,False,False,False,False,False,False,True,0.9882665239019386,0.49189132266217356,0.68,0.6463714637146372,0.504004004004004,0.5334224778283819,0.5107703813215715,0.6542189007267764,0.6841015914330368
M-0413,Wood,200.8,25.5,0.55,40.83,62.92,False,False,False,False,False,False,False,False,True,0.3331548774230967,0.21588037068239257,0.55,0.8126281262812628,0.6296296296296297,0.6596139128057947,0.6498840535514457,0.3368254501347209,0.31626902995735495
M-0464,Aluminum,407.66,40.32,0.23,47.34,50.91,True,False,False,False,False,False,False,False,False,0.7945972473175846,0.37194608256107836,0.23,0.9460844608446085,0.5094094094094094,0.8477097355658241,0.8572412378162165,0.515563601254953,0.5234116532135772
M-1330,Steel,397.41,51.79,0.43,28.88,48.61,False,False,False,False,False,False,True,False,False,0.7717325838185104,0.49273378264532436,0.43,0.567650676506765,0.4863863863863864,0.5629517672654204,0.5433235248266005,0.583075437888943,0.6016522462462486
M-0877,Plastic,140.42,68.92,0.33,25.98,88.97,False,False,False,False,False,True,False,False,False,0.19846527917196455,0.6731255265374896,0.33,0.50820008200082,0.8903903903903904,0.5168810101614529,0.4925350366515461,0.532314851876305,0.542824956835562
M-0591,Aluminum,165.96,42.28,0.44,21.45,94.4,True,False,False,False,False,False,False,False,False,0.25543732851502376,0.392586352148273,0.44,0.4153341533415334,0.9447447447447448,0.4227260175304456,0.3887383979492391,0.47422382184694944,0.4755022936407169
M-0397,Cotton,408.84,51.71,0.1,2.3,75.38,False,False,True,False,False,False,False,False,False,0.7972294719935755,0.49189132266217356,0.1,0.022755227552275516,0.7543543543543544,0.3082177010959299,0.2625042172941319,0.6997876262451554,0.7369119471582133
M-0236,Paper,272.97,98.19,0.93,49.38,47.71,False,False,False,False,True,False,False,False,False,0.49414441544535903,0.9813605728727886,0.93,0.9879048790487905,0.4773773773773774,0.6660051896915365,0.6569298090575353,0.6131117334819481,0.6364618099741913
M-0269,Bamboo,461.97,70.33,0.3,6.58,35.64,False,True,False,False,False,False,False,False,False,0.9157465033795089,0.6879738837405224,0.3,0.11049610496104961,0.3565565565565566,0.3406420073209741,0.29824883268169167,0.7215638363072172,0.7621487600521754
M-1302,Paper,268.11,18.03,0.81,26.57,47.71,False,False,False,False,True,False,False,False,False,0.48330321889848094,0.1372156697556866,0.81,0.5202952029520295,0.4773773773773774,0.4214393840334799,0.3873200107931782,0.3606275662092312,0.34385369910505464
M-0400,Aluminum,440.28,48.48,0.78,29.46,61.78,True,False,False,False,False,False,False,False,False,0.8673626447165896,0.4578770008424599,0.78,0.5795407954079541,0.6182182182182182,0.45190265542295066,0.42090277773677526,0.6295234400485156,0.6554816103302068
M-0373,Plastic,437.96,46.21,0.7,41.2,47.71,False,False,False,False,False,True,False,False,False,0.862187423319726,0.43397219882055604,0.7,0.8202132021320214,0.4773773773773774,0.6343901835414751,0.6220773675753355,0.567110023011372,0.5831496607691874
M-1362,Wood,140.91,18.59,0.87,38.44,30.52,False,False,False,False,False,False,False,False,True,0.1995583216221642,0.1431128896377422,0.87,0.7636326363263632,0.3053053053053053,0.5666490512652873,0.5473994175731273,0.20463272136939198,0.16306867267364955
M-1360,Bamboo,492.58,97.14,0.97,16.11,77.04,False,True,False,False,False,False,False,False,False,0.9840281960338173,0.9703032855939344,0.97,0.30586305863058627,0.770970970970971,0.21542073808125467,0.160204672962443,0.9076239069008487,0.9777768778571833
M-1489,Aluminum,85.54,76.62,0.04,12.67,62.91,True,False,False,False,False,False,False,False,False,0.07604452474960405,0.7542122999157541,0.04,0.2353423534235342,0.6295295295295296,0.4662524591011675,0.4367220279561884,0.49296155919642787,0.4972177698506401
M-1035,Aluminum,346.71,49.3,0.42,11.17,94.48,True,False,False,False,False,False,False,False,False,0.6586361507060161,0.4665122156697556,0.42,0.2045920459204592,0.9455455455455456,0.302200672997721,0.2558710343463194,0.6624518327485833,0.693642873612576
M-0952,Paper,244.62,52.8,0.07,20.72,75.08,False,False,False,False,True,False,False,False,False,0.43090410225523657,0.5033698399326032,0.07,0.40036900369003686,0.7513513513513513,0.5440862670788869,0.5225261623917268,0.5372292496670105,0.548520334368065
M-0750,Plastic,438.5,87.78,0.42,8.32,66.88,False,False,False,False,False,True,False,False,False,0.8633920007138236,0.8717354675652907,0.42,0.14616646166461664,0.6692692692692692,0.29477295007184307,0.24768269880112287,0.8265318215850822,0.8837979082172547
M-0139,Bamboo,94.75,51.71,0.63,28.99,14.94,False,True,False,False,False,False,False,False,False,0.09658926141560151,0.49189132266217356,0.63,0.5699056990569905,0.14934934934934935,0.5380084844992594,0.5158260035907901,0.27884750439139205,0.2490774220269279
M-0521,Cotton,362.74,12.24,0.65,32.03,32.07,False,False,True,False,False,False,False,False,False,0.6943942537196903,0.07624262847514744,0.65,0.6322263222632226,0.32082082082082086,0.5522537112758514,0.531529968039675,0.37066444070603516,0.3554856002942021
M-0773,Aluminum,208.23,70.12,0.89,42.95,56.03,True,False,False,False,False,False,False,False,False,0.34972897008632803,0.6857624262847516,0.89,0.8560885608856089,0.5606606606606607,0.5905870704652993,0.5737887343870535,0.4889452647734491,0.4925632192841774
M-0898,Paper,421.73,68.31,0.25,24.88,20.02,False,False,False,False,True,False,False,False,False,0.8259831805304602,0.6667017691659647,0.25,0.48564985649856496,0.20020020020020018,0.596369893879119,0.5801637296559268,0.6139147867839322,0.6373924818343677
M-1371,Bamboo,411.62,68.91,0.32,6.55,47.71,False,True,False,False,False,False,False,False,False,0.8034308148743001,0.6730202190395956,0.32,0.10988109881098809,0.4773773773773774,0.3221909215488551,0.2779083214667483,0.7012452274642401,0.7386011855121424
M-0456,Glass,396.68,81.68,0.48,14.02,18.36,False,False,False,True,False,False,False,False,False,0.7701041736376006,0.8074978938500422,0.48,0.26301763017630175,0.18358358358358356,0.39545221974742273,0.35867171263156733,0.6625756773197615,0.6937863991508515
M-0997,Aluminum,58.64,52.51,0.19,9.17,17.13,True,False,False,False,False,False,False,False,False,0.016038724932521342,0.5003159224936816,0.19,0.16359163591635917,0.17127127127127126,0.42402785442268837,0.390173545356483,0.2986192172617894,0.27199118970648695
M-1311,Glass,78.02,34.11,0.93,12.77,47.71,False,False,False,True,False,False,False,False,False,0.05926966918735638,0.3065501263689975,0.93,0.23739237392373924,0.4773773773773774,0.2156976866165058,0.16050998154193863,0.29977316652782543,0.27332852074954167
M-0189,Bamboo,102.99,56.43,0.17,2.49,49.79,False,True,False,False,False,False,False,False,False,0.11497022016997924,0.5415964616680708,0.17,0.02665026650266503,0.4981981981981982,0.31517034008177913,0.27016881942171056,0.4267729516326907,0.42051068904836364
M-0900,Glass,368.94,48.16,0.17,47.36,59.18,False,False,False,True,False,False,False,False,False,0.7082245867630328,0.4545071609098567,0.17,0.9464944649446494,0.5921921921921922,0.8576774597475704,0.8682296754621268,0.5307451036294848,0.5410057494214746
M-0021,Wood,99.78,14.9,0.55,10.44,11.28,False,False,False,False,False,False,False,False,True,0.10780967677173259,0.10425442291491153,0.55,0.18962689626896267,0.1127127127127127,0.3375048664901063,0.29479044280473676,0.17780228780597174,0.13197443589993396
M-0993,Plastic,396.19,51.71,0.04,25.1,73.6,False,False,False,False,False,True,False,False,False,0.7690111311874009,0.49189132266217356,0.04,0.490159901599016,0.7365365365365365,0.6084422873057559,0.5934723585853297,0.6396071759947568,0.6671678200343814
M-0789,Cotton,131.65,11.41,0.08,7.21,40.47,False,False,True,False,False,False,False,False,False,0.17890205001226883,0.06750210614995787,0.08,0.12341123411234112,0.40490490490490494,0.4095562499769142,0.3742200217447564,0.2548813122265262,0.22130260236263805
M-0177,Glass,170.9,16.03,0.6,49.18,40.3,False,False,False,True,False,False,False,False,False,0.26645698097213855,0.11615417017691661,0.6,0.9838048380483804,0.4032032032032032,0.7699625825087079,0.771532631926051,0.21617405973797188,0.17644412212622423
M-1102,Plastic,417.18,45.36,0.38,26.39,69.8,False,False,False,False,False,True,False,False,False,0.8158335006357492,0.42502106149957875,0.38,0.5166051660516605,0.6984984984984985,0.5261132497811464,0.5027126747506102,0.6223382798418985,0.647154608375746
M-0585,Wood,488.66,42.79,0.38,40.02,35.23,False,False,False,False,False,False,False,False,True,0.9752838564322202,0.3979570345408593,0.38,0.7960229602296024,0.35245245245245244,0.7283685308925162,0.7256792721930148,0.571522506308108,0.5882633612267093
M-0514,Wood,254.85,47.53,0.39,9.56,47.71,False,False,False,False,False,False,False,False,True,0.4537241517767516,0.44787278854254425,0.39,0.17158671586715868,0.4773773773773774,0.33821429178255746,0.2955725145643875,0.49387573300051313,0.4982772211133029
M-0200,Glass,318.84,37.53,0.23,7.16,2.01,False,False,False,True,False,False,False,False,False,0.5964665729773138,0.3425652906486942,0.23,0.12238622386223863,0.019919919919919916,0.4024397423253512,0.3663747704958255,0.4204065138668629,0.4131325181802765
M-0470,Paper,172.97,7.24,0.25,8.05,91.23,False,False,False,False,True,False,False,False,False,0.27107452764951256,0.023588879528222403,0.25,0.14063140631406315,0.9130130130130131,0.3180775424871366,0.2733737247514359,0.37167165448340356,0.3566528771330654
M-1229,Wood,442.73,51.71,0.0,26.88,73.17,False,False,False,False,False,False,False,False,True,0.8728278569675879,0.49189132266217356,0.0,0.526650266502665,0.7322322322322322,0.6427669366783758,0.6313119157873117,0.6714331326665963,0.7040514518238201
M-0053,Glass,309.33,53.7,0.82,38.33,21.94,False,False,False,True,False,False,False,False,False,0.5752526266479288,0.5128475147430498,0.82,0.7613776137761378,0.21941941941941942,0.5888846263237407,0.5719119568043209,0.44858117199311254,0.445784599210771
M-1275,Bamboo,238.46,20.91,0.93,4.27,23.01,False,True,False,False,False,False,False,False,False,0.41716299716701244,0.16754422914911543,0.93,0.06314063140631405,0.23013013013013014,0.13587136583077541,0.07250929728717458,0.3443594920960394,0.3250003567938968
M-0301,Unknown,443.62,38.14,0.93,13.74,87.83,False,False,False,False,False,False,False,True,False,0.8748131789689709,0.348989048020219,0.93,0.25727757277572777,0.878978978978979,0.18746864576753874,0.12939023449468584,0.6783988179644396,0.7121241006474166
M-1222,Plastic,424.26,79.01,0.9,41.37,63.7,False,False,False,False,False,True,False,False,False,0.831626848691695,0.7793807919123843,0.9,0.8236982369823698,0.6374374374374375,0.5604751984456782,0.5405933507612528,0.7089703380006782,0.7475539449058862
M-0148,Unknown,453.35,7.42,0.83,23.44,47.71,False,False,False,False,False,False,False,True,False,0.8965178790515069,0.025484414490311705,0.83,0.456129561295613,0.4773773773773774,0.37693999903963005,0.33826380615002266,0.47256332208555063,0.47357791278337485
M-0212,Bamboo,321.42,88.63,0.39,12.84,39.97,False,True,False,False,False,False,False,False,False,0.6022217760824466,0.8806866048862679,0.39,0.23882738827388272,0.39989989989989994,0.38630644297433964,0.3485893913351496,0.6751151744916418,0.7083186314818776
M-0605,Bamboo,269.0,14.67,0.54,20.93,16.84,False,True,False,False,False,False,False,False,False,0.48528854089986395,0.101832350463353,0.54,0.4046740467404674,0.16836836836836835,0.4639675912074436,0.43420318534763136,0.29869858097675284,0.27208316563891016
M-0022,Steel,430.9,41.53,0.9,7.32,87.0,False,False,False,False,False,False,True,False,False,0.8464386892413392,0.3846882898062342,0.9,0.12566625666256662,0.8706706706706707,0.11833268693047289,0.05317462510186806,0.6924619511345281,0.7284221001388301
M-0486,Wood,215.84,79.59,0.32,34.45,47.34,False,False,False,False,False,False,False,False,True,0.36670458854759197,0.7854886267902276,0.32,0.6818368183681838,0.47367367367367375,0.6657347236535429,0.656631646795053,0.5298186782661531,0.5399320996225431
M-1483,Wood,456.3,47.44,0.7,46.74,79.69,False,False,False,False,False,False,False,False,True,0.9030984407414844,0.44692502106149956,0.7,0.9337843378433784,0.7974974974974975,0.6705208529562773,0.661907884625216,0.638629277346206,0.6660345169870466
M-0944,Steel,115.87,36.04,0.52,46.94,59.3,False,False,False,False,False,False,True,False,False,0.14370162171808426,0.32687447346251053,0.52,0.9378843788437884,0.5933933933933934,0.7473912879669337,0.7466499949130845,0.28959187410750803,0.26152925122109844
M-1484,Aluminum,433.52,52.64,0.41,17.89,59.04,True,False,False,False,False,False,False,False,False,0.8522831203015904,0.5016849199663016,0.41,0.34235342353423537,0.5907907907907908,0.42333297504146217,0.3894075090363754,0.6578116298984968,0.6882652651681351
M-1041,Steel,117.58,11.36,0.11,8.0,54.89,False,False,False,False,False,False,True,False,False,0.14751611679939325,0.06697556866048862,0.11,0.13960639606396064,0.5492492492492492,0.39583891271345145,0.35909800367532435,0.27096130015441244,0.2399379684578718
M-1016,Wood,196.1,11.56,0.99,25.54,62.47,False,False,False,False,False,False,False,False,True,0.32267059269669185,0.06908171861836562,0.99,0.499179991799918,0.6251251251251251,0.3399954825674383,0.2975361025929342,0.3122203348053033,0.2877537515855372
M-0282,Paper,318.32,83.7,0.5,7.54,28.43,False,False,False,False,True,False,False,False,False,0.5953066095607753,0.8287700084245999,0.5,0.13017630176301762,0.2843843843843844,0.2996673426193721,0.2530782862333695,0.6422860629954564,0.6702724268419041
M-0087,Wood,461.68,48.34,0.93,17.41,36.66,False,False,False,False,False,False,False,False,True,0.9150996007049008,0.4564026958719461,0.93,0.3325133251332513,0.3667667667667668,0.28383131840327414,0.23562062373339926,0.6201278246419246,0.6445928749917806
M-1263,Bamboo,457.9,51.71,0.54,42.43,63.67,False,True,False,False,False,False,False,False,False,0.9066675589462179,0.49189132266217356,0.54,0.8454284542845428,0.6371371371371372,0.681543358857012,0.6740591155966454,0.6323801905619101,0.6587923461279328
M-0664,Wood,75.69,96.85,0.64,21.53,82.51,False,False,False,False,False,False,False,False,True,0.05407214080171316,0.9672493681550127,0.64,0.41697416974169743,0.8257257257257258,0.37561192927244585,0.33679973957273446,0.5809102563058294,0.5991429812116644
M-0801,Aluminum,478.13,24.51,0.93,25.1,94.57,True,False,False,False,False,False,False,False,False,0.9517945972473176,0.20545492839090146,0.93,0.490159901599016,0.9464464464464464,0.32045129631476493,0.27599055537857164,0.6453106331027644,0.6737776515649051
M-1127,Paper,315.66,77.28,0.6,37.32,65.38,False,False,False,False,True,False,False,False,False,0.589372950545406,0.7611625947767482,0.6,0.7406724067240672,0.6542542542542542,0.5989780186090149,0.5830389312008994,0.629471051041198,0.6554208958361969
M-0140,Aluminum,159.43,70.4,0.5,43.31,51.0,True,False,False,False,False,False,False,False,False,0.24087086484195497,0.6887110362257793,0.5,0.8634686346863469,0.5103103103103104,0.7170501497807771,0.7132018678395965,0.4410688639671344,0.4370784601942433
M-1492,Bamboo,278.01,82.65,0.42,6.55,67.73,False,True,False,False,False,False,False,False,False,0.5053871377902697,0.8177127211457457,0.42,0.10988109881098809,0.6777777777777778,0.27215088150881506,0.22274408841284954,0.6876523963020621,0.7228482268585729
M-0505,Bamboo,358.5,92.16,0.16,45.6,32.07,False,True,False,False,False,False,False,False,False,0.6849360904771464,0.917860151642797,0.16,0.9104141041410414,0.32082082082082086,0.8661663804025427,0.8775878773542966,0.6341014384920403,0.6607871290508112
M-0097,Plastic,88.41,69.47,0.97,1.7,41.63,False,False,False,False,False,True,False,False,False,0.08244663052934484,0.6789174389216512,0.97,0.010455104551045511,0.41651651651651656,0.07362141107897566,0.003884831583805662,0.44873521715604736,0.4459631247183376
M-0367,Unknown,91.17,39.22,0.92,43.98,80.44,False,False,False,False,False,False,False,True,False,0.08860335943251021,0.3603622577927548,0.92,0.8772037720377203,0.805005005005005,0.5698217627221316,0.5508970205742058,0.33041858982607175,0.30884401273046735
M-0560,Wood,416.67,73.24,0.78,21.39,3.12,False,False,False,False,False,False,False,False,True,0.8146958442079903,0.7186183656276327,0.78,0.4141041410414104,0.031031031031031032,0.4113593815217431,0.3762077973078093,0.6014557655445331,0.622953514403189
M-0631,Aluminum,123.59,36.5,0.06,11.01,43.1,True,False,False,False,False,False,False,False,False,0.16092261705592364,0.3317186183656276,0.06,0.2013120131201312,0.43123123123123125,0.45966408474895554,0.4294589918370939,0.3385394773317761,0.31825544465228867
M-0128,Aluminum,346.52,79.95,0.88,17.76,19.11,True,False,False,False,False,False,False,False,False,0.658212317919204,0.7892796967144061,0.88,0.33968839688396885,0.19109109109109107,0.3207039290212722,0.2762690581433107,0.6108715836515849,0.6338656629879987
M-0915,Paper,496.47,10.34,0.83,13.48,35.75,False,False,False,False,True,False,False,False,False,0.9927056146690758,0.05623420387531591,0.83,0.2519475194751948,0.35765765765765767,0.2664027459193511,0.21640733306595383,0.5134657160745492,0.5209803791020592
M-1199,Glass,197.69,61.35,0.81,4.12,93.19,False,False,False,True,False,False,False,False,False,0.3262174039126458,0.593407750631845,0.81,0.060065600656006565,0.9326326326326326,0.09977609713034065,0.03271780605054429,0.6023887705514976,0.6240347894608225
M-1479,Wood,278.01,20.47,0.15,48.12,58.93,False,False,False,False,False,False,False,False,True,0.5053871377902697,0.16291069924178603,0.15,0.9620746207462074,0.5896896896896897,0.8732758034787554,0.8854253185542067,0.3556347188245367,0.33806740503016575
M-1369,Aluminum,87.56,80.61,0.76,25.58,17.17,True,False,False,False,False,False,False,False,False,0.08055053648308014,0.7962299915754002,0.76,0.5,0.1716716716716717,0.4548328328328328,0.42413301075414833,0.39120751915480245,0.3792933164027433
M-1139,Paper,376.91,8.7,0.03,14.71,47.71,False,False,False,False,True,False,False,False,False,0.7260032568203618,0.0389637742207245,0.03,0.2771627716277163,0.4773773773773774,0.509559925238892,0.4844642590392104,0.43549765917708405,0.4306218980799111
M-1195,Plastic,404.88,98.21,0.79,30.17,38.14,False,False,False,False,False,True,False,False,False,0.78839590443686,0.9815711878685762,0.79,0.5940959409594097,0.3815815815815816,0.4812994064174876,0.45330981061669473,0.736395204527278,0.7793370799510188
M-0716,Cotton,71.7,71.61,0.4,44.98,38.35,False,False,True,False,False,False,False,False,False,0.04517165227865891,0.7014532434709352,0.4,0.8977039770397703,0.3836836836836837,0.7802540178554938,0.782877929361364,0.34828505254511766,0.3295497542452891
M-0340,Paper,154.25,72.83,0.04,32.41,8.58,False,False,False,False,True,False,False,False,False,0.22931584465413013,0.7143007582139849,0.04,0.6400164001640015,0.08568568568568569,0.7634412715298323,0.764343526594245,0.38340130812457723,0.37024656829464186
M-0056,Paper,381.4,42.72,0.97,27.24,79.97,False,False,False,False,True,False,False,False,False,0.7360190947823952,0.3972198820556023,0.97,0.534030340303403,0.8003003003003003,0.3493881741520118,0.30789062323600747,0.6032906679230189,0.6250800133611141
M-0049,Unknown,363.49,15.26,0.17,21.99,9.8,False,False,False,False,False,False,False,True,False,0.6960672778781593,0.10804549283909014,0.17,0.42640426404264037,0.0978978978978979,0.5950527686357945,0.5787117283420632,0.3583786229263528,0.34124736124013777
M-0319,Bamboo,209.58,81.33,0.67,25.1,15.48,False,True,False,False,False,False,False,False,False,0.352740413571572,0.8038121314237574,0.67,0.490159901599016,0.15475475475475475,0.4776204654839341,0.44925413930053104,0.4867283515394146,0.48999400157687095
M-1121,Unknown,418.0,25.78,0.38,33.54,83.92,False,False,False,False,False,False,False,True,False,0.8176626737156751,0.21882898062342038,0.38,0.6631816318163182,0.8398398398398399,0.5999249951058069,0.5840828798492977,0.5644218838050197,0.5800343314262808
M-0516,Glass,82.6,96.0,0.44,37.13,7.92,False,False,False,True,False,False,False,False,False,0.06948627004840616,0.9582982308340353,0.44,0.7367773677736777,0.07907907907907907,0.7021585127562988,0.6967852995331949,0.4018626543473025,0.3916417302197771
M-0565,Paper,253.54,58.68,0.97,4.43,6.64,False,False,False,False,True,False,False,False,False,0.450801936246626,0.5652906486941871,0.97,0.06642066420664205,0.06626626626626626,0.1422257718973586,0.07951440633376243,0.46224359156187367,0.46161820502890777
M-0344,Plastic,280.71,54.42,0.93,48.66,12.71,False,False,False,False,False,True,False,False,False,0.5114100247607575,0.520429654591407,0.93,0.9731447314473144,0.12702702702702703,0.692184136165686,0.685789528259398,0.38923482003393156,0.37700712250272045
M-0064,Aluminum,464.38,71.71,0.5,48.14,79.55,True,False,False,False,False,False,False,False,False,0.9211224876753887,0.7025063184498737,0.5,0.9624846248462484,0.7960960960960961,0.7478811652981394,0.7471900365926042,0.7312408388784362,0.7733635996669765
M-1421,Aluminum,358.85,27.56,0.43,17.94,81.6,True,False,False,False,False,False,False,False,False,0.6857168350844319,0.23757371524852566,0.43,0.34337843378433786,0.8166166166166166,0.3953653986089411,0.3585760008472967,0.5521371725614247,0.5657973747553363
M-1268,Paper,454.93,51.71,0.32,36.63,61.77,False,False,False,False,True,False,False,False,False,0.9000423832786812,0.49189132266217356,0.32,0.7265272652726528,0.6181181181181181,0.6781045473517798,0.6702681634081328,0.6381476941756574,0.6654764022217419
M-0717,Glass,489.73,74.07,0.13,45.48,83.66,False,False,False,True,False,False,False,False,False,0.9776707042316357,0.7273588879528222,0.13,0.9079540795407953,0.8372372372372372,0.8220487240007535,0.8289524910198178,0.7734123967579283,0.8222369211778578
M-0722,Glass,382.3,20.49,0.99,10.84,3.84,False,False,False,True,False,False,False,False,False,0.738026723772558,0.1631213142375737,0.99,0.19782697826978268,0.038238238238238235,0.2178723631380458,0.16290734897719816,0.40326676312421544,0.3932689752906472
M-0499,Aluminum,464.38,82.06,0.58,49.29,16.29,True,False,False,False,False,False,False,False,False,0.9211224876753887,0.8114995787700084,0.58,0.986059860598606,0.16286286286286286,0.8013496300728773,0.8061337714398926,0.640384309768601,0.668068453321266
M-0687,Wood,188.57,79.16,0.35,34.55,21.07,False,False,False,False,False,False,False,False,True,0.3058734301456646,0.780960404380792,0.35,0.6838868388683886,0.2107107107107107,0.684261032249962,0.6770550837911776,0.4541453003395631,0.4522329603166368
M-1213,Plastic,427.91,65.41,0.29,47.49,12.9,False,False,False,False,False,True,False,False,False,0.8397688995962436,0.6361625947767481,0.29,0.949159491594916,0.12892892892892893,0.8696028020640566,0.8813761949746568,0.5474458596568413,0.560360534016632
M-0784,Paper,172.68,14.63,0.31,12.45,50.02,False,False,False,False,True,False,False,False,False,0.27042762497490463,0.1014111204717776,0.31,0.2308323083230832,0.5005005005005005,0.39544933494379986,0.358668532418697,0.3071604301741306,0.28188974374972614
M-0783,Cotton,372.27,76.34,0.5,39.66,22.46,False,False,True,False,False,False,False,False,False,0.7156528140266345,0.7512636899747263,0.5,0.7886428864288643,0.22462462462462462,0.7007232693948561,0.6952030845865974,0.5794814126825147,0.5974870705149199
M-0958,Aluminum,147.22,76.09,0.2,17.52,76.2,True,False,False,False,False,False,False,False,False,0.2136340315420821,0.74863100252738,0.2,0.3347683476834768,0.7625625625625626,0.46460475235382975,0.43490559297848075,0.5558284396684766,0.5700752457465149
M-0989,Plastic,215.49,63.55,0.37,43.47,66.53,False,False,False,False,False,True,False,False,False,0.3659238439403065,0.616575400168492,0.37,0.8667486674866748,0.6657657657657658,0.7424726239154282,0.7412276505297872,0.49035302184256513,0.49419469242170605
M-0241,Plastic,409.74,32.15,0.08,8.66,47.71,False,False,False,False,False,True,False,False,False,0.7992371009837382,0.2859098567818028,0.08,0.15313653136531366,0.4773773773773774,0.42014418108145046,0.38589217665394326,0.5599632575568834,0.5748671551330856
M-0614,Plastic,334.2,60.25,0.52,21.71,84.96,False,False,False,False,False,True,False,False,False,0.6307301077427557,0.5818239258635215,0.52,0.42066420664206644,0.8502502502502503,0.41137349896021486,0.3762233603981936,0.6523775411480404,0.6819676091180874
M-1115,Unknown,493.1,94.21,0.31,23.32,31.64,False,False,False,False,False,False,False,True,False,0.9851881594503558,0.9394481887110362,0.31,0.45366953669536697,0.3165165165165165,0.5475500703655685,0.5263446655665138,0.7915590714902537,0.8432674050665647
M-0158,Plastic,203.82,25.7,0.31,22.73,80.19,False,False,False,False,False,True,False,False,False,0.3398915880345312,0.21798652064026958,0.31,0.44157441574415746,0.8025025025025025,0.49169439919624425,0.4647692699572966,0.411600396962265,0.4029269624839309
M-0032,Aluminum,294.23,39.38,0.33,24.78,48.19,True,False,False,False,False,False,False,False,False,0.541569073590756,0.3620471777590565,0.33,0.48359983599836,0.4821821821821822,0.5429416833807978,0.5212643711977039,0.46434214080903485,0.4640502487384622
M-0016,Steel,306.45,64.97,0.3,26.12,90.58,False,False,False,False,False,False,True,False,False,0.5688282138794084,0.6315290648694187,0.3,0.511070110701107,0.9065065065065065,0.5259914157700135,0.5025783647105174,0.6503193377932801,0.6795823229358833
M-0404,Aluminum,278.01,9.97,0.36,18.27,89.02,True,False,False,False,False,False,False,False,False,0.5053871377902697,0.052337826453243474,0.36,0.3501435014350143,0.8908908908908909,0.4129970117719195,0.37801312393633635,0.43836756551990635,0.433947880387695
M-0954,Paper,277.76,86.59,0.6,32.86,35.53,False,False,False,False,True,False,False,False,False,0.50482946307078,0.8592038753159226,0.6,0.6492414924149241,0.3554554554554555,0.573999349903409,0.5555024004397408,0.5835786102849446,0.6022353811248665
M-0335,Wood,475.13,60.66,0.22,23.51,64.81,False,False,False,False,False,False,False,False,True,0.9451025006134421,0.5861415332771693,0.22,0.4575645756457565,0.6485485485485486,0.543683890532599,0.522082581739971,0.719888664006848,0.7602073749448
