material_name,material_type,tensile_strength,weight_capacity,biodegradability_score,co2_emission_score,recyclability_percent,price_inr_per_unit,suitable_industries,material_type_encoded,cost_efficiency_index,co2_impact_index,durability_index,base_suitability_score
Mushroom Mycelium,Bio-Composite,0.21232562073557465,20.33239608277997,10,1.0014535504405824,100,408.9754675071825,"Electronics, Cosmetics, Glassware",0,0.05813953488372092,1.0,0.0,0.4174418604651163
Bagasse Fiber,Bio-Fiber,20.064722367839888,146.78723141482394,9,1.9673315571180456,85,97.51896305881948,"Food Packaging, Disposable Utensils",1,0.8093023255813954,0.875,0.033011003667889297,0.6026939987747854
Mushroom Mycelium,Bio-Composite,0.21734208819545034,20.577471616426347,10,0.9924682393241667,100,408.82386090202823,"Electronics, Cosmetics, Glassware",0,0.05813953488372092,1.0,0.0,0.4174418604651163
Recycled PET,Plastic,24.749876998503346,245.8820126983291,2,4.978452218752306,98,80.28415406471368,"Beverages, Textiles, Packaging",10,0.8686046511627907,0.5,0.04134711570523508,0.4729855300604078
Recycled Aluminum,Metal,304.1951861602213,872.6029751410065,1,1.9866386895349866,95,157.62775810454823,"Food & Beverage, Construction, Electronics",6,0.6906976744186046,0.875,0.4998332777592532,0.7071592856533574
Recycled Glass,Glass,66.72384515186437,496.75154198744775,1,3.99737525018613,100,58.20222782098296,"Food & Beverage, Cosmetics, Construction",5,0.9081395348837209,0.625,0.11637212404134713,0.5573534976775203
Recycled PET,Plastic,24.654601588290408,247.8558073334347,2,4.901127940414149,98,73.8839962594393,"Beverages, Textiles, Packaging",10,0.8686046511627907,0.5,0.04134711570523508,0.4729855300604078
Recycled Glass,Glass,63.132186002981925,479.5606895837074,1,3.9688238300500873,100,60.192245062287505,"Food & Beverage, Cosmetics, Construction",5,0.9081395348837209,0.625,0.11637212404134713,0.5573534976775203
PLA Bioplastic,Bioplastic,53.95511693862647,190.3877210320505,7,3.9314592979170717,60,162.23821597064605,"Food Packaging, Electronics, 3D Printing",2,0.6511627906976745,0.625,0.083027675891964,0.4702571399768915
Bamboo Composite,Natural Fiber,126.90307654288505,432.73297345786585,9,2.0054604354657917,80,205.82321833472116,"Construction, Furniture, Home Decor",7,0.5523255813953488,0.875,0.2330776925641881,0.5856209821878611
Silicone (Food Grade),Elastomer,9.442808901061095,80.01679978756323,1,5.050862976695192,50,289.62516019417654,"Kitchenware, Medical, Baby Products",4,0.34883720930232553,0.5,0.01633877959319773,0.309552796668657
Bamboo Composite,Natural Fiber,144.24243200069913,454.42879524020424,9,2.00837409427146,80,209.53976830623455,"Construction, Furniture, Home Decor",7,0.5523255813953488,0.875,0.2330776925641881,0.5856209821878611
Hemp Fiber Board,Natural Fiber,55.61224243027169,316.9216560426513,8,2.024431323933815,70,352.75453718314986,"Automotive, Furniture, Packaging",7,0.2558139534883721,0.875,0.09969989996665557,0.45665415603650833
Seaweed Packaging,Edible Film,1.9847578228562741,4.62104999799387,10,0.9870015373887915,100,448.5045601925212,"Food (Wrappers), Personal Care",3,0.0,1.0,0.003001000333444482,0.40090030010003336
Mushroom Mycelium,Bio-Composite,0.20093412425868806,21.42202265906615,10,0.9973823020213568,100,444.2489336498041,"Electronics, Cosmetics, Glassware",0,0.05813953488372092,1.0,0.0,0.4174418604651163
Recycled Aluminum,Metal,272.6843943304353,827.2268429134307,1,2.027854167774688,95,150.66849906413597,"Food & Beverage, Construction, Electronics",6,0.6906976744186046,0.875,0.4998332777592532,0.7071592856533574
Bamboo Composite,Natural Fiber,140.46476384555075,460.33989641065386,9,2.0324333017319893,80,216.62217936524607,"Construction, Furniture, Home Decor",7,0.5523255813953488,0.875,0.2330776925641881,0.5856209821878611
Recycled Steel,Metal,600.2329616370561,2051.405511639886,1,2.9919789583226115,90,51.91452988737237,"Construction, Automotive, Heavy Machinery",6,0.9279069767441861,0.75,1.0000000000000002,0.8783720930232559
Air Pillows (Recycled),Plastic,14.293089414450908,10.589037194598623,2,6.02710658847023,90,25.521514725565353,"Logistics, Electronics, E-commerce",10,0.9883720930232558,0.375,0.024674891630543518,0.4539140953961398
Styrofoam (EPS),Plastic,0.3954823364527069,9.973058616674267,1,8.869705757379611,10,20.420388106619587,"Electronics, Logistics (Avoid if possible)",10,1.0,0.0,0.00033344448149383137,0.3001000333444481
Organic Cotton,Textile,0.5362872539300121,30.10054400924552,9,0.9930647296497587,95,306.8885015602815,"Fashion, Textiles, Medical",11,0.2953488372093023,1.0,0.0005001667222407469,0.48875470117946296
Air Pillows (Recycled),Plastic,15.51415764440801,9.2127119069173,2,6.037741826748055,90,25.660877544560538,"Logistics, Electronics, E-commerce",10,0.9883720930232558,0.375,0.024674891630543518,0.4539140953961398
Mushroom Mycelium,Bio-Composite,0.20558168566327495,19.25977845581197,10,1.011616487327619,100,425.0301979616767,"Electronics, Cosmetics, Glassware",0,0.05813953488372092,1.0,0.0,0.4174418604651163
Air Pillows (Recycled),Plastic,14.29789266119478,9.239079002444678,2,5.991814534932901,90,24.609483305282012,"Logistics, Electronics, E-commerce",10,0.9883720930232558,0.375,0.024674891630543518,0.4539140953961398
Mushroom Mycelium,Bio-Composite,0.20348599100906464,21.60198642038022,10,0.9821565543961709,100,412.6534079980736,"Electronics, Cosmetics, Glassware",0,0.05813953488372092,1.0,0.0,0.4174418604651163
Natural Rubber,Elastomer,24.442812270068,156.40129133604125,7,3.0502456001839118,90,230.4301093820565,"Automotive, Footwear, Industrial",4,0.49302325581395345,0.75,0.04134711570523508,0.46031111145575665
Styrofoam (EPS),Plastic,0.4132046290579357,10.052854625069337,1,8.952839890446077,10,20.746669993132315,"Electronics, Logistics (Avoid if possible)",10,1.0,0.0,0.00033344448149383137,0.3001000333444481
Recycled Aluminum,Metal,274.5876944544941,883.789551288992,1,1.9743715872683554,95,154.80735070205532,"Food & Beverage, Construction, Electronics",6,0.6906976744186046,0.875,0.4998332777592532,0.7071592856533574
Recycled Steel,Metal,640.6186543104423,2155.2566567970644,1,2.956723115110852,90,51.479816956329856,"Construction, Automotive, Heavy Machinery",6,0.9279069767441861,0.75,1.0000000000000002,0.8783720930232559
Recycled Aluminum,Metal,274.70865788799875,932.1632199664427,1,2.0052976224539583,95,153.58031538932076,"Food & Beverage, Construction, Electronics",6,0.6906976744186046,0.875,0.4998332777592532,0.7071592856533574
Organic Cotton,Textile,0.47174804527816777,27.316083052714713,9,1.004906828570912,95,333.9901668527279,"Fashion, Textiles, Medical",11,0.2953488372093023,1.0,0.0005001667222407469,0.48875470117946296
Recycled Steel,Metal,567.0212864428455,1884.007837766545,1,2.996214796033899,90,52.50874640474395,"Construction, Automotive, Heavy Machinery",6,0.9279069767441861,0.75,1.0000000000000002,0.8783720930232559
Hemp Fiber Board,Natural Fiber,58.450045143195894,315.3800861162741,8,1.9769386298525617,70,334.10200741112504,"Automotive, Furniture, Packaging",7,0.2558139534883721,0.875,0.09969989996665557,0.45665415603650833
Recycled PET,Plastic,23.949612178288426,234.60196177303524,2,4.957065292500515,98,73.36168682894765,"Beverages, Textiles, Packaging",10,0.8686046511627907,0.5,0.04134711570523508,0.4729855300604078
Air Pillows (Recycled),Plastic,13.612174185890073,9.018664303990256,2,6.067101350004732,90,25.109425092540377,"Logistics, Electronics, E-commerce",10,0.9883720930232558,0.375,0.024674891630543518,0.4539140953961398
Kraft Paper,Paper,33.7539692538523,15.070093772790806,9,2.0110416515867473,100,39.21914500958274,"Retail, Food, Fashion",9,0.9534883720930233,0.875,0.05801933977992665,0.653452313561885
Kraft Paper,Paper,32.57181640004688,13.552606517099436,9,1.9962906306460977,100,38.22155752890847,"Retail, Food, Fashion",9,0.9534883720930233,0.875,0.05801933977992665,0.653452313561885
Kraft Paper,Paper,33.25321600721242,15.872329974793914,9,1.9669097219644898,100,40.17587637106132,"Retail, Food, Fashion",9,0.9534883720930233,0.875,0.05801933977992665,0.653452313561885
Cork Sheet,Natural Wood,16.432017745792773,109.04372800339091,10,1.0185400107066966,70,262.79669173816234,"Home Decor, Flooring, Fashion",8,0.413953488372093,1.0,0.024674891630543518,0.531588514000791
Styrofoam (EPS),Plastic,0.4336726197028089,9.365669271819748,1,8.956114710891605,10,19.339647412095193,"Electronics, Logistics (Avoid if possible)",10,1.0,0.0,0.00033344448149383137,0.3001000333444481
Recycled Aluminum,Metal,291.1262705980435,940.1552416438398,1,1.9617734705918572,95,154.24838292352385,"Food & Beverage, Construction, Electronics",6,0.6906976744186046,0.875,0.4998332777592532,0.7071592856533574
Jute Composite,Natural Fiber,37.591534609464695,170.2375296909222,8,2.010772275502081,75,124.26010760525585,"Textiles, Packaging, Agriculture",7,0.75,0.875,0.05801933977992665,0.592405801933978
Kraft Paper,Paper,38.24438217948115,14.441638090684279,9,2.003698456257179,100,41.50210408945223,"Retail, Food, Fashion",9,0.9534883720930233,0.875,0.05801933977992665,0.653452313561885
Hemp Fiber Board,Natural Fiber,56.30653820294824,314.8092591071362,8,2.0128001270843576,70,340.4108564249621,"Automotive, Furniture, Packaging",7,0.2558139534883721,0.875,0.09969989996665557,0.45665415603650833
Bamboo Composite,Natural Fiber,137.7251146002322,482.8988899403347,9,1.9624142415756611,80,216.4516591228816,"Construction, Furniture, Home Decor",7,0.5523255813953488,0.875,0.2330776925641881,0.5856209821878611
Bagasse Fiber,Bio-Fiber,20.34465431230432,142.8385047195323,9,1.9793239803075222,85,104.98432499824654,"Food Packaging, Disposable Utensils",1,0.8093023255813954,0.875,0.033011003667889297,0.6026939987747854
Recycled PET,Plastic,22.831581819394874,269.9778289392505,2,5.056236501468254,98,73.4241616032255,"Beverages, Textiles, Packaging",10,0.8686046511627907,0.5,0.04134711570523508,0.4729855300604078
Hemp Fiber Board,Natural Fiber,64.90313450838838,316.7289646968715,8,1.9760466878859202,70,326.8042276002911,"Automotive, Furniture, Packaging",7,0.2558139534883721,0.875,0.09969989996665557,0.45665415603650833
Seaweed Packaging,Edible Film,1.8569443868736473,5.4989347212734625,10,1.0145962357166547,100,464.7839795499338,"Food (Wrappers), Personal Care",3,0.0,1.0,0.003001000333444482,0.40090030010003336
Hemp Fiber Board,Natural Fiber,58.53273409069211,314.67263169255995,8,2.031100710686707,70,341.55850141008676,"Automotive, Furniture, Packaging",7,0.2558139534883721,0.875,0.09969989996665557,0.45665415603650833
Cork Sheet,Natural Wood,14.607436081495687,116.25914432470296,10,1.0075072939043126,70,278.17323364714,"Home Decor, Flooring, Fashion",8,0.413953488372093,1.0,0.024674891630543518,0.531588514000791
Bamboo Composite,Natural Fiber,133.5861652566153,433.75018041902996,9,1.992263097034205,80,215.86319524172964,"Construction, Furniture, Home Decor",7,0.5523255813953488,0.875,0.2330776925641881,0.5856209821878611
Hemp Fiber Board,Natural Fiber,62.33121344522616,302.3686298013525,8,2.0033950171691624,70,338.6013952958239,"Automotive, Furniture, Packaging",7,0.2558139534883721,0.875,0.09969989996665557,0.45665415603650833
Recycled Glass,Glass,67.25649640880299,512.4563774160252,1,3.9380125398360053,100,61.436749411710245,"Food & Beverage, Cosmetics, Construction",5,0.9081395348837209,0.625,0.11637212404134713,0.5573534976775203
Recycled Glass,Glass,75.03336115645875,476.32541073217334,1,4.004305287650278,100,60.39777313983827,"Food & Beverage, Cosmetics, Construction",5,0.9081395348837209,0.625,0.11637212404134713,0.5573534976775203
Mushroom Mycelium,Bio-Composite,0.19072753447381274,20.326603358576556,10,1.0028150793247088,100,434.17956700920905,"Electronics, Cosmetics, Glassware",0,0.05813953488372092,1.0,0.0,0.4174418604651163
Styrofoam (EPS),Plastic,0.3993298180241792,10.916885514090115,1,8.946801869575559,10,20.577732135615577,"Electronics, Logistics (Avoid if possible)",10,1.0,0.0,0.00033344448149383137,0.3001000333444481
Recycled PET,Plastic,23.2849937694003,245.2160353469893,2,4.982209283271431,98,73.22035661292492,"Beverages, Textiles, Packaging",10,0.8686046511627907,0.5,0.04134711570523508,0.4729855300604078
Bagasse Fiber,Bio-Fiber,21.058725645967243,144.7590526682662,9,1.9688392424924788,85,99.67642142817347,"Food Packaging, Disposable Utensils",1,0.8093023255813954,0.875,0.033011003667889297,0.6026939987747854
Wheat Straw,Bio-Fiber,16.648822058519006,140.50743641453244,8,1.9774474355802705,80,89.07898890225106,"Food Packaging, Paper Products",1,0.8488372093023255,0.875,0.029676558852950986,0.6135541304465829
Mushroom Mycelium,Bio-Composite,0.189626555665921,18.13027937979544,10,1.0051018096076065,100,410.4841325775915,"Electronics, Cosmetics, Glassware",0,0.05813953488372092,1.0,0.0,0.4174418604651163
PLA Bioplastic,Bioplastic,49.4432348855061,217.2997255184813,7,3.9375706948078997,60,166.11418404646645,"Food Packaging, Electronics, 3D Printing",2,0.6511627906976745,0.625,0.083027675891964,0.4702571399768915
Recycled PET,Plastic,23.064145393271204,232.96273392309425,2,4.996445916785665,98,76.8708759314256,"Beverages, Textiles, Packaging",10,0.8686046511627907,0.5,0.04134711570523508,0.4729855300604078
Recycled Steel,Metal,550.9520990833091,1992.7850681375783,1,3.0311116756477157,90,48.89356971757112,"Construction, Automotive, Heavy Machinery",6,0.9279069767441861,0.75,1.0000000000000002,0.8783720930232559
Recycled Steel,Metal,630.4132969789923,2071.154279884229,1,2.9490326000229286,90,51.14775414180881,"Construction, Automotive, Heavy Machinery",6,0.9279069767441861,0.75,1.0000000000000002,0.8783720930232559
Bamboo Composite,Natural Fiber,138.8010092465979,454.99642495099357,9,1.998009400456597,80,222.69207610163923,"Construction, Furniture, Home Decor",7,0.5523255813953488,0.875,0.2330776925641881,0.5856209821878611
PLA Bioplastic,Bioplastic,54.49154441773071,191.9838481016063,7,4.040498686162621,60,164.71290301514313,"Food Packaging, Electronics, 3D Printing",2,0.6511627906976745,0.625,0.083027675891964,0.4702571399768915
Jute Composite,Natural Fiber,34.54608131625112,193.48629287525586,8,1.9614808180633097,75,128.96039499436762,"Textiles, Packaging, Agriculture",7,0.75,0.875,0.05801933977992665,0.592405801933978
Seaweed Packaging,Edible Film,1.8575965814283004,5.421030468052671,10,1.0061431183886091,100,439.9785153512113,"Food (Wrappers), Personal Care",3,0.0,1.0,0.003001000333444482,0.40090030010003336
Recycled PET,Plastic,25.7461528803365,247.47007279406682,2,4.901391770962386,98,73.46963273163752,"Beverages, Textiles, Packaging",10,0.8686046511627907,0.5,0.04134711570523508,0.4729855300604078
Kraft Paper,Paper,32.205167943999136,14.89627022685228,9,2.036527883955656,100,39.6674490483266,"Retail, Food, Fashion",9,0.9534883720930233,0.875,0.05801933977992665,0.653452313561885
Hemp Fiber Board,Natural Fiber,55.52453105453347,309.8970492502629,8,2.0038053613301554,70,350.62528262127444,"Automotive, Furniture, Packaging",7,0.2558139534883721,0.875,0.09969989996665557,0.45665415603650833
Natural Rubber,Elastomer,26.622802096393382,145.79008016351426,7,3.02846260388909,90,242.6363920575057,"Automotive, Footwear, Industrial",4,0.49302325581395345,0.75,0.04134711570523508,0.46031111145575665
Jute Composite,Natural Fiber,38.38367482699216,178.67352867490752,8,1.963515458590222,75,131.11898532491372,"Textiles, Packaging, Agriculture",7,0.75,0.875,0.05801933977992665,0.592405801933978
Recycled Aluminum,Metal,329.73459833746386,981.8478668941787,1,2.03636552523437,95,159.85134842136773,"Food & Beverage, Construction, Electronics",6,0.6906976744186046,0.875,0.4998332777592532,0.7071592856533574
Mushroom Mycelium,Bio-Composite,0.19667147185898692,18.60537504526976,10,0.9851558103497491,100,417.1228597274916,"Electronics, Cosmetics, Glassware",0,0.05813953488372092,1.0,0.0,0.4174418604651163
Bagasse Fiber,Bio-Fiber,19.537722332620774,149.8136581223542,9,1.9715187555317524,85,100.76766423802042,"Food Packaging, Disposable Utensils",1,0.8093023255813954,0.875,0.033011003667889297,0.6026939987747854
Hemp Fiber Board,Natural Fiber,59.684013183036036,274.945269787911,8,1.982522010436696,70,352.7034120125716,"Automotive, Furniture, Packaging",7,0.2558139534883721,0.875,0.09969989996665557,0.45665415603650833
Seaweed Packaging,Edible Film,2.1031543661377095,5.067141681721989,10,1.0000731537191687,100,445.1781011395505,"Food (Wrappers), Personal Care",3,0.0,1.0,0.003001000333444482,0.40090030010003336
Kraft Paper,Paper,33.18416670716992,14.274461426376163,9,2.009385411125019,100,40.01332908985934,"Retail, Food, Fashion",9,0.9534883720930233,0.875,0.05801933977992665,0.653452313561885
Natural Rubber,Elastomer,24.109494637710554,172.8921841668515,7,3.016337973116559,90,242.17857454836084,"Automotive, Footwear, Industrial",4,0.49302325581395345,0.75,0.04134711570523508,0.46031111145575665
Bagasse Fiber,Bio-Fiber,21.08332260146134,159.76532276572107,9,1.9678538374618084,85,105.05328733796765,"Food Packaging, Disposable Utensils",1,0.8093023255813954,0.875,0.033011003667889297,0.6026939987747854
Cork Sheet,Natural Wood,15.35927679289239,115.118020625338,10,0.9896550193301469,70,284.62386653280663,"Home Decor, Flooring, Fashion",8,0.413953488372093,1.0,0.024674891630543518,0.531588514000791
Wheat Straw,Bio-Fiber,18.33848357597064,151.88100809109642,8,2.018342715930772,80,86.21635992806306,"Food Packaging, Paper Products",1,0.8488372093023255,0.875,0.029676558852950986,0.6135541304465829
Mushroom Mycelium,Bio-Composite,0.19386979682809347,19.164135239363624,10,0.9888755728651002,100,427.6759676709986,"Electronics, Cosmetics, Glassware",0,0.05813953488372092,1.0,0.0,0.4174418604651163
Recycled Glass,Glass,72.59108383414262,499.7883676251087,1,3.9944560358878167,100,56.747126352128014,"Food & Beverage, Cosmetics, Construction",5,0.9081395348837209,0.625,0.11637212404134713,0.5573534976775203
Cork Sheet,Natural Wood,15.69350139961087,121.70023382494469,10,1.0155679246964495,70,273.23719716498107,"Home Decor, Flooring, Fashion",8,0.413953488372093,1.0,0.024674891630543518,0.531588514000791
Mushroom Mycelium,Bio-Composite,0.203237678064652,19.973453342452125,10,0.9939324372249458,100,416.4824781844172,"Electronics, Cosmetics, Glassware",0,0.05813953488372092,1.0,0.0,0.4174418604651163
Jute Composite,Natural Fiber,34.489652382645005,173.20337363640795,8,1.983493832245209,75,130.94382501098585,"Textiles, Packaging, Agriculture",7,0.75,0.875,0.05801933977992665,0.592405801933978
Seaweed Packaging,Edible Film,1.9146850890809184,5.263226680462565,10,1.002472487356914,100,446.71860078235244,"Food (Wrappers), Personal Care",3,0.0,1.0,0.003001000333444482,0.40090030010003336
Bamboo Composite,Natural Fiber,147.6802220161213,428.2398552351088,9,2.020449875148302,80,213.38863279056716,"Construction, Furniture, Home Decor",7,0.5523255813953488,0.875,0.2330776925641881,0.5856209821878611
Wheat Straw,Bio-Fiber,17.142356861424844,126.86367700556112,8,2.006243282811879,80,82.6020648533085,"Food Packaging, Paper Products",1,0.8488372093023255,0.875,0.029676558852950986,0.6135541304465829
Organic Cotton,Textile,0.49315354978201864,30.33553705529657,9,0.9908199299726268,95,309.91183589726,"Fashion, Textiles, Medical",11,0.2953488372093023,1.0,0.0005001667222407469,0.48875470117946296
Kraft Paper,Paper,32.99339502503618,15.007306090087681,9,1.9762949409954216,100,39.30423172630514,"Retail, Food, Fashion",9,0.9534883720930233,0.875,0.05801933977992665,0.653452313561885
Recycled Glass,Glass,70.84906584567615,549.3505185822297,1,3.9656380695400486,100,62.415919913300215,"Food & Beverage, Cosmetics, Construction",5,0.9081395348837209,0.625,0.11637212404134713,0.5573534976775203
Jute Composite,Natural Fiber,34.93438924900091,178.30344972359455,8,1.9698629904360583,75,123.62531242566408,"Textiles, Packaging, Agriculture",7,0.75,0.875,0.05801933977992665,0.592405801933978
Jute Composite,Natural Fiber,33.97390188968097,191.56549354572113,8,2.0142017840558353,75,132.5245081437637,"Textiles, Packaging, Agriculture",7,0.75,0.875,0.05801933977992665,0.592405801933978
Wheat Straw,Bio-Fiber,17.921796565813814,143.656225852552,8,2.0382916967953926,80,81.4244985346339,"Food Packaging, Paper Products",1,0.8488372093023255,0.875,0.029676558852950986,0.6135541304465829
Bamboo Composite,Natural Fiber,144.05720393757105,407.74211699650635,9,1.9861528658614909,80,208.150103140805,"Construction, Furniture, Home Decor",7,0.5523255813953488,0.875,0.2330776925641881,0.5856209821878611
Corrugated Cardboard,Paper,5.140280233682607,46.26217671330896,8,0.9993055340031445,100,35.60579281169517,"Logistics, Retail, Electronics",9,0.9674418604651163,1.0,0.008002667555851951,0.6926333584062905
Bagasse Fiber,Bio-Fiber,20.115033754772895,158.73305155326923,9,2.034542792790867,85,106.89589291895172,"Food Packaging, Disposable Utensils",1,0.8093023255813954,0.875,0.033011003667889297,0.6026939987747854
Corrugated Cardboard,Paper,4.968993897441187,54.18389224482032,8,1.0024710997978261,100,33.51597976589815,"Logistics, Retail, Electronics",9,0.9674418604651163,1.0,0.008002667555851951,0.6926333584062905
Wheat Straw,Bio-Fiber,18.805992055889988,136.5627279369287,8,2.0198353974521788,80,82.30386995771381,"Food Packaging, Paper Products",1,0.8488372093023255,0.875,0.029676558852950986,0.6135541304465829
Silicone (Food Grade),Elastomer,9.771377515677473,75.1523639004491,1,4.915431484535765,50,313.6154490257748,"Kitchenware, Medical, Baby Products",4,0.34883720930232553,0.5,0.01633877959319773,0.309552796668657
Natural Rubber,Elastomer,23.950686193699667,169.6640578846949,7,3.0492586651462688,90,232.11526051136678,"Automotive, Footwear, Industrial",4,0.49302325581395345,0.75,0.04134711570523508,0.46031111145575665
Organic Cotton,Textile,0.5029697409408572,29.1556618498815,9,0.9800937345544768,95,319.4119183113266,"Fashion, Textiles, Medical",11,0.2953488372093023,1.0,0.0005001667222407469,0.48875470117946296
Styrofoam (EPS),Plastic,0.39227291527430413,10.490672854399701,1,9.164646871409996,10,19.824463151716387,"Electronics, Logistics (Avoid if possible)",10,1.0,0.0,0.00033344448149383137,0.3001000333444481
Styrofoam (EPS),Plastic,0.4255046989984959,10.222416518286296,1,8.935391907883927,10,19.036174870099362,"Electronics, Logistics (Avoid if possible)",10,1.0,0.0,0.00033344448149383137,0.3001000333444481
Jute Composite,Natural Fiber,33.72371416679825,175.6681372229768,8,2.035222087353114,75,128.9358806366929,"Textiles, Packaging, Agriculture",7,0.75,0.875,0.05801933977992665,0.592405801933978
Jute Composite,Natural Fiber,31.861037108511166,192.15973706405327,8,2.017965359782037,75,128.31772049454852,"Textiles, Packaging, Agriculture",7,0.75,0.875,0.05801933977992665,0.592405801933978
Natural Rubber,Elastomer,23.489096462142083,164.8826095691307,7,3.0204769917156042,90,236.58784045326908,"Automotive, Footwear, Industrial",4,0.49302325581395345,0.75,0.04134711570523508,0.46031111145575665
Bamboo Composite,Natural Fiber,153.41668445525957,448.89847289662157,9,1.9639135038759898,80,215.48498275428224,"Construction, Furniture, Home Decor",7,0.5523255813953488,0.875,0.2330776925641881,0.5856209821878611
Recycled Glass,Glass,73.61695258827847,456.47410928323006,1,3.9564879817082197,100,59.52912410780308,"Food & Beverage, Cosmetics, Construction",5,0.9081395348837209,0.625,0.11637212404134713,0.5573534976775203
Kraft Paper,Paper,36.93202321051713,15.972093765642754,9,1.9855846570330886,100,40.742774465739764,"Retail, Food, Fashion",9,0.9534883720930233,0.875,0.05801933977992665,0.653452313561885
Corrugated Cardboard,Paper,5.426831468077403,49.521520707755585,8,0.992064701563588,100,34.389200008452825,"Logistics, Retail, Electronics",9,0.9674418604651163,1.0,0.008002667555851951,0.6926333584062905
Recycled Glass,Glass,64.36364975196203,540.4302606518771,1,3.973158524599741,100,60.4501466210538,"Food & Beverage, Cosmetics, Construction",5,0.9081395348837209,0.625,0.11637212404134713,0.5573534976775203
Seaweed Packaging,Edible Film,2.144610956195825,4.740583806174195,10,0.9812174176320961,100,428.52939364511224,"Food (Wrappers), Personal Care",3,0.0,1.0,0.003001000333444482,0.40090030010003336
Recycled Glass,Glass,76.01941337317317,460.60678386425775,1,3.997761439198162,100,59.97288290244951,"Food & Beverage, Cosmetics, Construction",5,0.9081395348837209,0.625,0.11637212404134713,0.5573534976775203
Hemp Fiber Board,Natural Fiber,65.55673005674946,311.0491698883493,8,2.038506033873702,70,327.11875393191394,"Automotive, Furniture, Packaging",7,0.2558139534883721,0.875,0.09969989996665557,0.45665415603650833
Recycled Aluminum,Metal,282.14365262457903,822.3163109497139,1,2.036152042509587,95,152.67588423322798,"Food & Beverage, Construction, Electronics",6,0.6906976744186046,0.875,0.4998332777592532,0.7071592856533574
Mushroom Mycelium,Bio-Composite,0.18252078649707082,20.218124980131996,10,1.0099022708790044,100,443.4256317657163,"Electronics, Cosmetics, Glassware",0,0.05813953488372092,1.0,0.0,0.4174418604651163
Styrofoam (EPS),Plastic,0.3873746109930436,10.652461188783885,1,9.096668781280972,10,19.566075688183723,"Electronics, Logistics (Avoid if possible)",10,1.0,0.0,0.00033344448149383137,0.3001000333444481
Hemp Fiber Board,Natural Fiber,55.47818962113664,313.5067412714029,8,1.967679393103944,70,332.200728575729,"Automotive, Furniture, Packaging",7,0.2558139534883721,0.875,0.09969989996665557,0.45665415603650833
Silicone (Food Grade),Elastomer,9.538111218771444,75.62837007311485,1,4.936952429530597,50,289.23626325553994,"Kitchenware, Medical, Baby Products",4,0.34883720930232553,0.5,0.01633877959319773,0.309552796668657
Hemp Fiber Board,Natural Fiber,56.65046475315569,314.76186723980504,8,2.001130420102379,70,354.5847700812893,"Automotive, Furniture, Packaging",7,0.2558139534883721,0.875,0.09969989996665557,0.45665415603650833
Recycled Steel,Metal,656.9108965360732,2082.2223724266205,1,3.016271289729911,90,50.38000600427737,"Construction, Automotive, Heavy Machinery",6,0.9279069767441861,0.75,1.0000000000000002,0.8783720930232559
Recycled Steel,Metal,650.9162034740597,1861.2438851073289,1,3.0545775699766646,90,48.67562494305015,"Construction, Automotive, Heavy Machinery",6,0.9279069767441861,0.75,1.0000000000000002,0.8783720930232559
Kraft Paper,Paper,37.10371500977117,14.634124791879273,9,1.9836818814934087,100,39.75530945362507,"Retail, Food, Fashion",9,0.9534883720930233,0.875,0.05801933977992665,0.653452313561885
Air Pillows (Recycled),Plastic,14.8612234450648,9.189613431945888,2,6.0453850657948225,90,24.958340110302853,"Logistics, Electronics, E-commerce",10,0.9883720930232558,0.375,0.024674891630543518,0.4539140953961398
Wheat Straw,Bio-Fiber,17.895520246083432,140.2269039096463,8,1.988478783294795,80,81.15269345629318,"Food Packaging, Paper Products",1,0.8488372093023255,0.875,0.029676558852950986,0.6135541304465829
Recycled Glass,Glass,63.494122129154256,481.6368796495513,1,4.070247528445568,100,62.15335638443706,"Food & Beverage, Cosmetics, Construction",5,0.9081395348837209,0.625,0.11637212404134713,0.5573534976775203
Recycled Aluminum,Metal,308.4594842984794,987.5415187451588,1,2.0209227150034654,95,150.26381185542218,"Food & Beverage, Construction, Electronics",6,0.6906976744186046,0.875,0.4998332777592532,0.7071592856533574
Recycled Glass,Glass,76.7326560764955,499.6549938728889,1,3.9744264156736997,100,58.44897675473805,"Food & Beverage, Cosmetics, Construction",5,0.9081395348837209,0.625,0.11637212404134713,0.5573534976775203
Bagasse Fiber,Bio-Fiber,20.58153266860336,159.45273094140083,9,2.0351127482997877,85,102.2826210475478,"Food Packaging, Disposable Utensils",1,0.8093023255813954,0.875,0.033011003667889297,0.6026939987747854
Recycled Steel,Metal,547.4677633949743,2034.475168658082,1,2.942238327429573,90,52.23210048343923,"Construction, Automotive, Heavy Machinery",6,0.9279069767441861,0.75,1.0000000000000002,0.8783720930232559
Jute Composite,Natural Fiber,38.057788291912075,187.81405934219814,8,2.026403510339895,75,133.78741375338802,"Textiles, Packaging, Agriculture",7,0.75,0.875,0.05801933977992665,0.592405801933978
Hemp Fiber Board,Natural Fiber,61.1537406006098,295.7095693276871,8,1.9990708348666066,70,334.2128785006664,"Automotive, Furniture, Packaging",7,0.2558139534883721,0.875,0.09969989996665557,0.45665415603650833
Recycled PET,Plastic,26.70735823265978,248.4052857812769,2,5.049846371101086,98,79.68737245185787,"Beverages, Textiles, Packaging",10,0.8686046511627907,0.5,0.04134711570523508,0.4729855300604078
