Material_ID,Material_Type,Strength,Weight_Capacity,Biodegradability_Score,CO2_Emission_Score,Recyclability_Percent,Material_Type_Aluminum,Material_Type_Bamboo,Material_Type_Cotton,Material_Type_Glass,Material_Type_Paper,Material_Type_Plastic,Material_Type_Steel,Material_Type_Wood,CO2_Impact_Index,Cost_Efficiency_Index,Material_Suitability_Score,Predicted_Cost,Predicted_CO2,Cost_Score,CO2_Score,Material_Rank,Material_Rank_Position
M-0081,Bamboo,0.2222222222222222,0.257687447346251,0.38,0.2560475604756047,0.9322322322322324,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0173517716158142,0.8623678108612548,0.4825585585585585,1.5753398814174107,0.049036723,0.1852456890261956,0.06827143,0.8732414413135853,216
M-1322,Glass,0.5181244283834125,0.5382266217354676,0.74,0.002050020500205,0.415015015015015,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0011992312115313,0.9626492722777138,0.5537542758578695,1.23438814852583,0.08983187,0.14491831676460457,0.109071426,0.8730051285709086,217
M-0410,Wood,0.0261214838608936,0.6576453243470936,0.57,0.6273062730627306,0.5813813813813814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2626020854803142,0.0397196530929095,0.3558630079587718,0.0462208341659873,0.23242001,0.004383276250582834,0.25167656,0.8719700821505875,218
M-0410,Wood,0.0261214838608936,0.6576453243470936,0.57,0.6273062730627306,0.5813813813813814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2626020854803142,0.0397196530929095,0.3558630079587718,0.0462208341659873,0.23242001,0.004383276250582834,0.25167656,0.8719700821505875,219
M-1053,Glass,0.3513573802672377,0.5592881213142377,0.91,0.48359983599836,0.987087087087087,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0062446825669458,0.6282213740213747,0.7096690782330213,1.4153901833627582,0.07098579,0.16632702578353012,0.090223104,0.8717249352273985,220
M-1208,Wood,0.4196167659327667,0.6911331086773378,0.63,0.4036490364903649,0.8322322322322322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0677192978135987,0.6071423196516967,0.6065163760427763,1.070021899878107,0.11195806,0.12547726908245146,0.13120027,0.8716612310264584,221
M-1029,Steel,0.2524035780410002,0.3337194608256107,0.24,0.8435834358343584,0.8979979979979981,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0860471993108318,0.7563323429931869,0.4423608306157994,0.9286855522898767,0.12906632,0.10876017116672788,0.14831056,0.8714646359127413,222
M-0035,Wood,0.1790581989337259,0.1400589721988205,0.8,0.4585895858958589,0.7297297297297297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1239431313232051,1.2784394864761637,0.5305421984924092,1.1127337141662934,0.10755447,0.13052917252978005,0.12679614,0.8713373431016986,223
M-1038,Bamboo,0.6130406656405452,0.8039174389216514,0.91,0.4300943009430094,0.924924924924925,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0322893619326583,0.7625657479169863,0.7956937437336955,1.380014910994622,0.07619762,0.16214287993524182,0.09543555,0.8712107838828678,224
M-0622,Plastic,0.1784336032478975,0.9468197135636056,0.39,0.2339073390733907,0.6337337337337338,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0856723677346883,0.1884555340749953,0.3784935614192791,0.742076784375086,0.15215409,0.0866883043157985,0.17140108,0.8709553061074053,225
M-0771,Steel,0.0572620401971937,0.2859098567818028,0.86,0.4159491594915949,0.3695695695695695,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.262227007655462,0.2002793487513283,0.3917756869497484,0.20203069795218995,0.21618272,0.022812284737048112,0.23543735,0.8708751833889794,226
M-1251,Bamboo,0.2594748934841286,0.2866470092670597,0.5,0.1982369823698236,0.7208208208208209,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0553436380209647,0.9052038915169478,0.4700362036398977,0.8524356281592557,0.13982002,0.09974141930629539,0.15906554,0.8705965180442248,227
M-0324,Plastic,0.0147003056057462,0.4918913226621735,0.6,0.6453464534645347,0.0742742742742742,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5974138139779797,0.0298852104992951,0.2081624045245808,0.13485960144769718,0.22515549,0.01486736599156305,0.24441117,0.8703607317629007,228
M-0950,Steel,0.5483950121573089,0.3929022746419545,0.98,0.068880688806888,0.2773773773773774,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0497747439936861,1.395750678476913,0.5965712180761368,1.4432118254004969,0.0708356,0.16961773706946276,0.0900729,0.8701546814368492,229
M-1103,Paper,0.8614289857012202,0.9081718618365628,0.78,0.0338253382533825,0.7908908908908909,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.007073186347479,0.948529758926275,0.8158388615477554,1.4995274521503381,0.064765975,0.17627868354662243,0.08400256,0.8698593772930703,230
M-1060,Paper,0.095540832942961,0.4644060657118786,0.86,0.8085280852808528,0.4773773773773774,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4225550683935268,0.2057264843645493,0.4394295463903976,0.2856791891301691,0.20843378,0.03270613045604747,0.22768748,0.8698031957392309,231
M-1002,Bamboo,0.2127863659684579,0.1154170176916596,0.44,0.1707667076670766,0.6885885885885886,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0531787014566842,1.843614803166337,0.4236911229639597,0.7071693062772071,0.15987308,0.08255948862676331,0.179121,0.8691597544091716,232
M-1152,Steel,0.0020076289901626,0.0949873631002527,0.48,0.8825338253382534,0.2211211211211211,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6873869564521471,0.0211355257069091,0.2111393879324014,0.492647861509409,0.18559922,0.05718614299840631,0.2048502,0.8689818300816075,233
M-1343,Bamboo,0.2012982667469718,0.5679233361415333,0.5,0.3819188191881918,0.5862862862862863,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1580050530235031,0.354445573004651,0.4064051925846746,0.5029985859048185,0.18551162,0.05841041457588366,0.20476258,0.8684135037067786,234
M-1343,Bamboo,0.2012982667469718,0.5679233361415333,0.5,0.3819188191881918,0.5862862862862863,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1580050530235031,0.354445573004651,0.4064051925846746,0.5029985859048185,0.18551162,0.05841041457588366,0.20476258,0.8684135037067786,235
M-1126,Cotton,0.5410783198376051,0.7783277169334457,0.64,0.035670356703567,0.543943943943944,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0162676821963414,0.6951796947302823,0.5716145111182253,0.9270927470455548,0.13568708,0.10857177602503663,0.15493211,0.8682480562366348,236
M-1136,Glass,0.4600816435789332,0.8795282224094355,0.88,0.6275112751127512,0.8232232232232233,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1109294206055173,0.5230998946442709,0.6949996243985402,1.20273566424708,0.103257366,0.1411744979381456,0.12249853,0.8681634874463133,237
M-0412,Cotton,0.1261237145597715,0.8804759898904803,0.09,0.1022960229602296,0.4111111111111111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0602409912988018,0.1432447593837287,0.2007828191572419,0.27752203271877984,0.21286808,0.031741311534588215,0.2321223,0.8680681932050265,238
M-0489,Aluminum,0.9686586807646836,0.9631423757371524,0.7,0.035260352603526,0.6623623623623623,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0119052221553246,1.00572635930067,0.7961721810145821,1.4375117637404358,0.0759218,0.16894354044189377,0.09515972,0.8679483713269714,239
M-1277,Aluminum,0.7303754266211604,0.9734625105307496,0.26,0.0211152111521115,0.8268268268268268,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036565881174327,0.7502853663440827,0.6181982186965123,1.4537172888410204,0.07420692,0.1708603110002462,0.09344463,0.8678475292480496,240
M-0112,Bamboo,0.4517834437529278,0.4221777590564448,0.61,0.2244772447724477,0.9097097097097098,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0202681155940688,1.070123576947946,0.636626290414084,1.5784876336680127,0.060355425,0.18561800148145347,0.07959148,0.8673952578204076,241
M-0594,Paper,0.7267170804613086,0.9513479359730416,0.83,0.0129151291512915,0.4895895895895896,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0065920163706141,0.7638806887590839,0.6865637090614003,1.5815057551886622,0.06055565,0.18597498136556115,0.07979173,0.867116643251002,242
M-1242,Paper,0.15628276338977,0.6070977253580455,0.57,0.2964329643296433,0.4773773773773774,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1549225732497565,0.257425616068622,0.3767263185691212,0.4554787162969571,0.19396919,0.05278981996782554,0.21322116,0.8669945087372862,243
M-1346,Glass,0.7926342323049811,0.6450084245998315,0.44,0.2695776957769578,0.906006006006006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0253386843177741,1.2288723266279975,0.7208554947237943,1.7155648553700253,0.046392217,0.20183133496792544,0.065626614,0.8662710256181586,244
M-1076,Steel,0.5290994668629682,0.7521061499578771,0.16,0.1902419024190242,0.8573573573573574,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0271366077024133,0.7034894787166978,0.5168469939523945,1.1060465434120936,0.11897701,0.12973822179286976,0.13822006,0.8660208606578444,245
M-1300,Plastic,0.0788105913582725,0.5636057287278855,0.52,0.4401394013940139,0.4773773773773774,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2300268082760907,0.1398325948594609,0.3307374497565222,0.18776022415554142,0.22775316,0.021124389784099667,0.24700916,0.86593322604072,246
M-1300,Plastic,0.0788105913582725,0.5636057287278855,0.52,0.4401394013940139,0.4773773773773774,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2300268082760907,0.1398325948594609,0.3307374497565222,0.18776022415554142,0.22775316,0.021124389784099667,0.24700916,0.86593322604072,247
M-1422,Aluminum,0.0666755894621785,0.0495998315080033,0.57,0.8075030750307503,0.8032032032032033,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158914018569615,1.3442433813114607,0.4386311967458324,0.9900919646440145,0.13314101,0.11602324981206075,0.15238574,0.8657955043578475,248
M-0553,Steel,0.0489415333824087,0.9440817186183658,0.76,0.2689626896268963,0.2747747747747748,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1950585271618481,0.0518403021443216,0.3300090457853959,0.11227158747966136,0.23762918,0.012195682113573612,0.25688636,0.8654589774284732,249
M-1411,Paper,0.6504048718463494,0.5101095197978096,0.62,0.570930709307093,0.9635635635635637,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0208026804992774,1.2750273648623198,0.7352310178076088,1.7967228901728207,0.039289374,0.21143061241917754,0.05852292,0.8650232332626335,250
M-1003,Aluminum,0.0089227955118338,0.6059393428812132,0.68,0.3351783517835178,0.1281281281281281,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2922325769804244,0.01472553464489,0.246007556643172,0.03163018181961396,0.24845493,0.0026575109531858554,0.2677134,0.8648145456527482,251
M-1297,Glass,0.0646902674607954,0.0827716933445661,0.5,0.557810578105781,0.708008008008008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1628762218553116,0.7815411683114245,0.3882785093867206,0.6728791829516817,0.17310345,0.07850369293827489,0.19235294,0.8645716856949595,252
M-0875,Plastic,0.1727453211091034,0.7330454928390902,0.95,0.8019680196801968,0.5137137137137138,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3899860500106502,0.2356539766530504,0.5082122425577555,0.33084240989716257,0.21380135,0.03804798339504433,0.2330557,0.8644481603567877,253
M-1179,Bamboo,0.6415489973008544,0.8647851727042967,0.74,0.2656826568265683,0.773073073073073,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0602905488514344,0.741858528212412,0.7105415208422636,2.058706524981982,0.009892605,0.24241773038391703,0.02912265,0.8642298094963807,254
M-0620,Glass,0.2352048896919404,0.353201347935973,0.18,0.5871258712587125,0.9016016016016016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0577722453901215,0.6659210819702064,0.4185624363572566,1.1918197740042442,0.1133345,0.13988337920513277,0.13257687,0.8637698764284127,255
M-0327,Glass,0.3825648575698766,0.9793597304128054,0.43,0.490159901599016,0.5743743743743743,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2086246147746763,0.3906271159234898,0.4543382553402629,0.679314863310739,0.17419647,0.07926489768533755,0.19344608,0.8636445087288377,256
M-0428,Aluminum,0.1041513306118807,0.0581297388374052,0.81,0.1633866338663386,0.770970970970971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037420282110729,1.7916739524539254,0.5159518235360436,1.226187122127159,0.10991131,0.14394830895235067,0.12915327,0.8634492122492694,257
M-0442,Cotton,0.5811639786745187,0.5954085930918281,0.87,0.1535465354653546,0.4866866866866867,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0788174808675013,0.9760742611765204,0.6394715974758135,1.1240430880012588,0.12267987,0.13186683204193503,0.14192334,0.8631049148916226,258
M-0001,Bamboo,0.1141002476075754,0.0939342881213142,0.9,0.3839688396883969,0.2874874874874875,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2735826026928938,1.2146686286863655,0.4018863452892764,0.9292573785976544,0.14591192,0.10882780611372508,0.16515817,0.8630070132024262,259
M-1407,Plastic,0.1392848379397265,0.340564448188711,0.18,0.2484624846248462,0.7125125125125126,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0714298554396955,0.4089811185500746,0.3234676889296444,0.36854701287731495,0.21244857,0.04250763974423089,0.23170274,0.862894807647492,260
M-0613,Paper,0.6220973030850565,0.950821398483572,0.76,0.003690036900369,0.540940940940941,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0016939448673766,0.6542728737535151,0.639121203516305,0.8810400819851877,0.15240552,0.10312472065512492,0.17165254,0.862611369390169,261
M-1091,Paper,0.3703629347074438,0.8895324347093513,0.5,0.2447724477244772,0.5686686686686687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1055780257502274,0.4163563956743877,0.4687457744835781,0.6025552527173272,0.18551643,0.07018586070610734,0.2047674,0.8625233666535534,262
M-0958,Aluminum,0.2136340315420821,0.74863100252738,0.2,0.3347683476834768,0.7625625625625626,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0794865386091298,0.2853658817962017,0.3742223813856016,0.6366509742052198,0.18306252,0.0742186627725717,0.2023132,0.861734068794054,263
M-0985,Cotton,0.1279751946284771,0.3912173546756529,0.43,0.3765887658876588,0.0874874874874874,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3436419609441339,0.3271196075004645,0.2064363240976371,0.3409844967276616,0.21805894,0.03924757756532231,0.23731379,0.8617193151625941,264
M-0897,Wood,0.1249637511432331,0.4918913226621735,0.68,0.5106601066010661,0.5149149149149149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2477136012601367,0.2540469639105486,0.4084599749317678,0.3303245094412678,0.21946572,0.037986726734747615,0.23872073,0.8616462716590811,265
M-1148,Plastic,0.1855049186910259,0.8451979780960406,0.5,0.3271832718327183,0.4907907907907908,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1666047351164202,0.219480765474786,0.3714392047136475,0.45398716924843346,0.20489281,0.0526134015271232,0.22414608,0.8616202577377774,266
M-0289,Aluminum,0.0623703406277186,0.7537910699241787,0.66,0.526650266502665,0.5380380380380381,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2432923903813612,0.0827421023863945,0.3843595476624989,0.18773462042187908,0.236595,0.02112136140442278,0.25585204,0.8615132974834423,267
M-0870,Wood,0.7301969707109237,0.2145113732097725,0.86,0.6711767117671177,0.4382382382382382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3770414120557622,3.403985326277012,0.6815502597558409,1.4417023795554378,0.08854386,0.16943920158003684,0.10778328,0.8613887590534741,268
M-0696,Paper,0.174596801177809,0.1025695029486099,0.98,0.3392783927839278,0.7084084084084085,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0989307265445026,1.7022125870367022,0.5763612429936461,1.367014244332668,0.09751854,0.16060517628528798,0.11675902,0.8613179033024205,269
M-0318,Aluminum,0.1076535278502754,0.2811710193765795,0.98,0.7246822468224682,0.4978978978978979,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3638644794856357,0.382874256439055,0.4864307805094795,0.7288708764277052,0.17319569,0.08512632496661104,0.19244519,0.8612142431363158,270
M-0318,Aluminum,0.1076535278502754,0.2811710193765795,0.98,0.7246822468224682,0.4978978978978979,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3638644794856357,0.382874256439055,0.4864307805094795,0.7288708764277052,0.17319569,0.08512632496661104,0.19244519,0.8612142431363158,271
M-0109,Wood,0.5637645274264427,0.5342249368155013,0.4,0.8532185321853218,0.9103103103103104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.076524905389194,1.0552923184280787,0.6185989040636701,1.1198472908550887,0.12715963,0.13137055806200038,0.14640364,0.861112900714674,272
M-0884,Cotton,0.7952441499921925,0.5444397641112048,0.86,0.0740057400574005,0.9843843843843844,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011556451900855,1.460662394173262,0.8714129753121923,2.0718057697654344,0.014831279,0.24396709373880568,0.034061912,0.8609854969069901,273
M-0461,Plastic,0.4245689174418345,0.7734835720303286,0.11,0.1656416564165641,0.4773773773773774,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0865680768919801,0.5489041834763151,0.346040780189947,0.7749948603058827,0.16827391,0.09058181584289401,0.18752283,0.8609476777890785,274
M-0692,Wood,0.0910348212094849,0.601832350463353,0.83,0.2314473144731447,0.0749749749749749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2140945578624955,0.1512625067045503,0.3079064209762864,0.17839467341569354,0.23917286,0.020016643394552013,0.2584302,0.8607765719346592,275
M-0741,Bamboo,0.2352048896919404,0.1793386689132266,0.26,0.009430094300943,0.4773773773773774,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049283806151374,1.311505095984894,0.3152951690899893,1.2597903036806235,0.111910895,0.1479228539713411,0.13115309,0.8604620271201835,276
M-0383,Paper,0.0781190747061054,0.0043176074136478,0.66,0.1834768347683477,0.6717717717717717,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0602222763969381,18.088950261889995,0.4307791614139736,0.30685169332635315,0.22462142,0.035210389493502255,0.24387704,0.8604562860734278,277
M-1147,Bamboo,0.6150929086082669,0.8257160909856782,0.15,0.4965149651496515,0.7066066066066066,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1456742104958587,0.7449196768762723,0.5030191454252887,0.8112550776359007,0.1653008,0.09487063194642975,0.18454936,0.8602900032931045,278
M-1147,Bamboo,0.6150929086082669,0.8257160909856782,0.15,0.4965149651496515,0.7066066066066066,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1456742104958587,0.7449196768762723,0.5030191454252887,0.8112550776359007,0.1653008,0.09487063194642975,0.18454936,0.8602900032931045,279
M-1218,Plastic,0.3603917107229695,0.6680707666385847,0.5,0.0670356703567035,0.0326326326326326,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.064848119952671,0.5394505930647047,0.3039464740789775,0.754080876453398,0.17316099,0.08810813428938144,0.19241048,0.8597406908771408,280
M-1218,Plastic,0.3603917107229695,0.6680707666385847,0.5,0.0670356703567035,0.0326326326326326,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.064848119952671,0.5394505930647047,0.3039464740789775,0.754080876453398,0.17316099,0.08810813428938144,0.19241048,0.8597406908771408,281
M-0178,Glass,0.5404760311405563,0.9562973883740522,0.66,0.2388273882738827,0.6496496496496497,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0836732591550139,0.5651750935808869,0.6090853073511174,1.5451566004174577,0.079606354,0.18167564584548423,0.09884471,0.8597398235711696,282
M-0472,Cotton,0.1484083963505766,0.7834877843302445,0.61,0.4208692086920869,0.2447447447447447,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3178636816398194,0.1894199372329773,0.315786781963654,0.3587467728448753,0.21993533,0.04134847881347588,0.2391904,0.8597305607698825,283
M-0638,Bamboo,0.1281313435499342,0.4095408593091828,0.05,0.9169741697416974,0.9766766766766768,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0213868850400215,0.3128650726108114,0.3592555404229766,0.36876723119454163,0.21893887,0.04253368690927183,0.23819382,0.8596362441017262,284
M-0387,Glass,0.8512123848401705,0.9664069081718618,0.73,0.5865108651086511,0.8675675675675676,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0776730605143889,0.8808003097267645,0.8197552242063385,1.2438074336668128,0.11581778,0.14603241879628212,0.13506043,0.8594535758153294,285
M-0469,Steel,0.6537732271520666,0.8474094355518114,0.69,0.0895858958589585,0.9384384384384384,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0055150476429689,0.7714953695682857,0.7500408223923583,2.031549945972433,0.02302463,0.239205681975242,0.04225624,0.8592690391115564,286
M-0765,Steel,0.1932900577751009,0.621524852569503,0.5,0.490159901599016,0.60990990990991,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1912065201733098,0.3109927881133247,0.4102889960830134,0.5557736059914908,0.19820261,0.06465258223726625,0.21745509,0.8589461643352396,287
M-1272,Wood,0.5590800597827299,0.4693555181128896,0.44,0.2088970889708897,0.8424424424424425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0329133151191371,1.1911628755696966,0.6083647566458248,1.203038199437913,0.121820815,0.14121028144673634,0.14106418,0.8588627683146988,288
M-0287,Aluminum,0.3379285730219277,0.740838247683235,0.98,0.1422714227142271,0.2650650650650651,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1045602387955811,0.4561429137005142,0.5086909487282906,0.940926418920361,0.1530161,0.11020800655746045,0.1722632,0.8587643941955587,289
M-0346,Bamboo,0.1739722054919806,0.7756950294860994,0.47,0.4762197621976219,0.5928928928928929,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1938724497355083,0.2242788397502017,0.3884567500646601,0.3424995840803642,0.22410414,0.039426780325675176,0.2433597,0.8586067599145054,290
M-0016,Steel,0.5688282138794084,0.6315290648694187,0.3,0.511070110701107,0.9065065065065064,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0477817300695529,0.900714384828258,0.5894832375037153,1.2604018538052224,0.116380155,0.14799518740493936,0.13562289,0.8581909618957893,291
M-0905,Glass,0.084744250373642,0.4427127211457455,0.38,0.1842968429684296,0.752952952952953,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0455299908354438,0.1914199771227407,0.3737835860353427,0.7978492435785113,0.17167202,0.09328500557074165,0.19092134,0.8578968290084142,292
M-1010,Cotton,0.5468112159539583,0.8960614995787701,0.99,0.2125871258712587,0.1963963963963964,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1708357804298763,0.6102378084240873,0.5746434053005022,0.8828183206531012,0.16190754,0.10333504864531498,0.1811557,0.8577546274217083,293
M-1092,Bamboo,0.4304802694684244,0.5790859309182814,0.95,0.6443214432144321,0.4773773773773774,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3367369624647197,0.743377628615784,0.600405321000583,0.9169116963918416,0.15829153,0.1073675732593127,0.17753926,0.8575465837726798,294
M-1069,Steel,0.6238149412210846,0.804865206402696,0.89,0.6467814678146782,0.9066066066066066,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0604051160631726,0.7750542093314989,0.7885079584704159,1.517074502379997,0.087839715,0.17835412812847856,0.107079044,0.8572834139435541,295
M-0143,Paper,0.8301545874322426,0.4307076663858466,0.68,0.8679786797867979,0.9307307307307308,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0601242488901365,1.9274155646744195,0.8152810541921163,1.7192324288510912,0.06415436,0.2022651312704499,0.08339087,0.8571719997646603,296
M-1476,Cotton,0.4673314149322982,0.9290227464195452,0.06,0.08610086100861,0.4773773773773774,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0449982577903857,0.5030349511876226,0.3481457791861325,0.6986432931654878,0.18528867,0.08155104176612557,0.20453961,0.8569546731491294,297
M-0211,Bamboo,0.0798813268196926,0.9943133951137322,0.57,0.7999179991799918,0.5316316316316316,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3746562881044226,0.0803380974993886,0.3624420202173665,0.28898183689357587,0.23414934,0.033096763771426944,0.2534061,0.8567485644014416,298
M-1369,Aluminum,0.0805505364830801,0.7962299915754002,0.76,0.5,0.1716716716716717,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4141641641641641,0.1011647842590315,0.3117217160947335,0.4247022086340413,0.21820913,0.049149610631131,0.237464,0.8566931967772728,299
M-0151,Glass,0.2054473666599746,0.3407750631844987,0.43,0.2412874128741287,0.4773773773773774,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1261022605221047,0.6028808618190529,0.3543921598772031,0.6634899709705191,0.18999931,0.0773931479247737,0.20925081,0.8566780221565402,300
M-0253,Paper,0.8730509268553838,0.573820556023589,0.76,0.2300123001230012,0.8318318318318318,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.038680747167832,1.5214676369172404,0.826769920291703,1.8420561388180188,0.050739862,0.2167925760567799,0.069974765,0.8566163293808393,301
M-0631,Aluminum,0.1609226170559236,0.3317186183656276,0.06,0.2013120131201312,0.4312312312312312,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1144999858406992,0.48511636980889,0.2117384161917388,0.5899197399073662,0.19961636,0.06869134702676073,0.218869,0.8562198261499726,302
M-0888,Wood,0.1497691226661313,0.7382055602358888,0.66,0.9335793357933578,0.6237237237237238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.351283756080804,0.2028824054588103,0.4450247661835697,0.3134358751457725,0.23339422,0.03598915881964074,0.2526509,0.855679977203148,303
M-0455,Steel,0.4872738629012468,0.4918913226621735,0.11,0.915539155391554,0.9347347347347348,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0597529058373666,0.9906108317854382,0.5083299655809191,1.4584272450182088,0.09821685,0.17141739910911838,0.11745741,0.8555625943537984,304
M-0739,Steel,0.3868031854379977,0.7187236731255265,0.78,0.6650266502665028,0.5996996996996997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2662103678093838,0.5381799177088246,0.568631184085109,0.8966875582989172,0.1650726,0.10497548585554366,0.18432114,0.85535168943097,305
M-1441,Aluminum,0.2580472462022351,0.827190395956192,0.33,0.7898728987289872,0.8740740740740741,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0994654761362428,0.3119559118527162,0.4644411207031163,1.3457727296922244,0.113263674,0.15809275477318613,0.13250603,0.8547006087045439,306
M-1410,Plastic,0.748444087532624,0.9110151642796968,0.5,0.490159901599016,0.7838838838838839,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.105931454209437,0.8215486364332384,0.6845428001782148,1.0818384490519106,0.14453885,0.12687491670059953,0.16378494,0.8546700736144791,307
